"subj","vign","condition","cause","knowledge","norm"
"R_3fq0DzWogcDLEsV",10,"MKB",5,"Knowledge","Morality"
"R_b1rH03pHa9MJNJv",10,"MKB",6,"Knowledge","Morality"
"R_3HHqwXpaYg7zjtc",10,"MKB",6,"Knowledge","Morality"
"R_3lrWn7KbZc6TkYf",10,"MKB",7,"Knowledge","Morality"
"R_1gNKGnEEzWH2iAi",10,"MKB",1,"Knowledge","Morality"
"R_wOdSQUqwdK4bScp",10,"MKB",3,"Knowledge","Morality"
"R_1IFTMKYY4Ar9h7X",11,"MKB",7,"Knowledge","Morality"
"R_1DLUYGKswrdb9cm",11,"MKB",5,"Knowledge","Morality"
"R_3k4IYszsTCRQrgC",11,"MKB",7,"Knowledge","Morality"
"R_1OxDu1voda2Xi65",11,"MKB",5,"Knowledge","Morality"
"R_31abv5pcixkRVsa",11,"MKB",6,"Knowledge","Morality"
"R_1ovWWgYf1uliRGE",11,"MKB",7,"Knowledge","Morality"
"R_1f9izvPYJ9ez5Zl",11,"MKB",6,"Knowledge","Morality"
"R_3qlY7YuOtTmlnqw",11,"MKB",6,"Knowledge","Morality"
"R_2S6pPEn187Q5NtY",11,"MKB",6,"Knowledge","Morality"
"R_2ZUn4Z9qs9SrQRR",11,"MKB",5,"Knowledge","Morality"
"R_1176tIngeKbNXez",11,"MKB",5,"Knowledge","Morality"
"R_8uCazDnCWc04MaR",11,"MKB",7,"Knowledge","Morality"
"R_3pcjNaakc9DEkuH",11,"MKB",7,"Knowledge","Morality"
"R_vxBGd6vfvtHapsl",11,"MKB",7,"Knowledge","Morality"
"R_3Ebvsl7XtlhzQWB",11,"MKB",7,"Knowledge","Morality"
"R_dgtQrUW08Tx0Y8N",11,"MKB",7,"Knowledge","Morality"
"R_bmzXOsLePOIJIbf",11,"MKB",6,"Knowledge","Morality"
"R_1KvGzRty5iYhjlc",11,"MKB",6,"Knowledge","Morality"
"R_qPGNLL5ULlYc0Ip",11,"MKB",7,"Knowledge","Morality"
"R_2ZPlpIQ6QzShsrr",11,"MKB",5,"Knowledge","Morality"
"R_1OuTe9tItsdnSCB",11,"MKB",7,"Knowledge","Morality"
"R_u2m3EaePEvEE75f",11,"MKB",6,"Knowledge","Morality"
"R_3HHqwXpaYg7zjtc",11,"MKB",4,"Knowledge","Morality"
"R_DNasEER9uGsFcfT",11,"MKB",6,"Knowledge","Morality"
"R_1gNKGnEEzWH2iAi",11,"MKB",7,"Knowledge","Morality"
"R_2e9CF7ZPfDFASCc",11,"MKB",6,"Knowledge","Morality"
"R_xu9UP0GFBjQzi1P",12,"MKB",4,"Knowledge","Morality"
"R_1DLUYGKswrdb9cm",12,"MKB",7,"Knowledge","Morality"
"R_2TtsbgTKwKK9wIO",12,"MKB",7,"Knowledge","Morality"
"R_3k4IYszsTCRQrgC",12,"MKB",7,"Knowledge","Morality"
"R_1rAhrV5EwBM1LyZ",12,"MKB",4,"Knowledge","Morality"
"R_6DK6aYAhyK428E1",12,"MKB",4,"Knowledge","Morality"
"R_plWR8uAeqvRwogh",12,"MKB",6,"Knowledge","Morality"
"R_1PYrsTeyCWH15u3",12,"MKB",7,"Knowledge","Morality"
"R_3L1Q56xXaXVyMIC",12,"MKB",5,"Knowledge","Morality"
"R_3hfQk0FdbI5ZquZ",12,"MKB",7,"Knowledge","Morality"
"R_2PBUVaRRO8QOpsZ",12,"MKB",4,"Knowledge","Morality"
"R_siIbJwoMNFAmf9D",12,"MKB",6,"Knowledge","Morality"
"R_1PTyJyKQcEUiuuQ",12,"MKB",5,"Knowledge","Morality"
"R_3j7l9N6xmB4kZGa",12,"MKB",4,"Knowledge","Morality"
"R_1jP2knP7Vljlk60",12,"MKB",6,"Knowledge","Morality"
"R_3Ebvsl7XtlhzQWB",12,"MKB",5,"Knowledge","Morality"
"R_dgtQrUW08Tx0Y8N",12,"MKB",6,"Knowledge","Morality"
"R_3n00tAc7D3Xq0nG",12,"MKB",6,"Knowledge","Morality"
"R_2ypyIkDBAjMyH3M",12,"MKB",7,"Knowledge","Morality"
"R_1OuTe9tItsdnSCB",12,"MKB",6,"Knowledge","Morality"
"R_3FLmunkf2Hht6TF",12,"MKB",4,"Knowledge","Morality"
"R_b1rH03pHa9MJNJv",12,"MKB",7,"Knowledge","Morality"
"R_0Gs5KrwpxaE2AQF",12,"MKB",7,"Knowledge","Morality"
"R_3KPhsWLJtp13y0X",12,"MKB",5,"Knowledge","Morality"
"R_cIR19O6YM6BpoWd",12,"MKB",7,"Knowledge","Morality"
"R_2e9CF7ZPfDFASCc",12,"MKB",5,"Knowledge","Morality"
"R_8psRIDySszQHWjT",13,"MKB",7,"Knowledge","Morality"
"R_D0215TIQ3dRBXNL",13,"MKB",6,"Knowledge","Morality"
"R_6DK6aYAhyK428E1",13,"MKB",7,"Knowledge","Morality"
"R_12RQRhgLfJM83Iu",13,"MKB",4,"Knowledge","Morality"
"R_1PYrsTeyCWH15u3",13,"MKB",6,"Knowledge","Morality"
"R_8bT93YYUqf1B1Qt",13,"MKB",7,"Knowledge","Morality"
"R_2ZUFDDiW6GBTnqt",13,"MKB",6,"Knowledge","Morality"
"R_3kFVIOx0vSMCknB",13,"MKB",7,"Knowledge","Morality"
"R_1IvgwTwNrQyaHTf",13,"MKB",5,"Knowledge","Morality"
"R_1Kp8ZVRR3w3y8ob",13,"MKB",7,"Knowledge","Morality"
"R_vxBGd6vfvtHapsl",13,"MKB",7,"Knowledge","Morality"
"R_1jP2knP7Vljlk60",13,"MKB",6,"Knowledge","Morality"
"R_UMy2B8bGVjw9O3D",13,"MKB",5,"Knowledge","Morality"
"R_2q45WB8tM3CnMsk",13,"MKB",6,"Knowledge","Morality"
"R_43cgimLZIc5sDdf",13,"MKB",7,"Knowledge","Morality"
"R_3gY1SdxVLpmfmir",13,"MKB",3,"Knowledge","Morality"
"R_3EMEIC7rpqFY83T",13,"MKB",7,"Knowledge","Morality"
"R_2P6F8vn4Tutz9m2",13,"MKB",6,"Knowledge","Morality"
"R_2uKtRMa60xPV9Qd",13,"MKB",6,"Knowledge","Morality"
"R_2WTOOT1lnF1XiXn",13,"MKB",7,"Knowledge","Morality"
"R_1OuTe9tItsdnSCB",13,"MKB",7,"Knowledge","Morality"
"R_3dJNWXdZg0boBR6",13,"MKB",7,"Knowledge","Morality"
"R_3HHqwXpaYg7zjtc",13,"MKB",7,"Knowledge","Morality"
"R_DNasEER9uGsFcfT",13,"MKB",6,"Knowledge","Morality"
"R_wOdSQUqwdK4bScp",13,"MKB",5,"Knowledge","Morality"
"R_31TNc4a4YON2a7J",14,"MKB",4,"Knowledge","Morality"
"R_2TtsbgTKwKK9wIO",14,"MKB",5,"Knowledge","Morality"
"R_3k4IYszsTCRQrgC",14,"MKB",7,"Knowledge","Morality"
"R_31abv5pcixkRVsa",14,"MKB",7,"Knowledge","Morality"
"R_1f9izvPYJ9ez5Zl",14,"MKB",6,"Knowledge","Morality"
"R_3OkT4YxYDtONDSk",14,"MKB",6,"Knowledge","Morality"
"R_XyPc9AuqmfgpmNP",14,"MKB",6,"Knowledge","Morality"
"R_1BXFBu0qAEwfd17",14,"MKB",5,"Knowledge","Morality"
"R_3L1Q56xXaXVyMIC",14,"MKB",3,"Knowledge","Morality"
"R_1176tIngeKbNXez",14,"MKB",7,"Knowledge","Morality"
"R_1IvgwTwNrQyaHTf",14,"MKB",3,"Knowledge","Morality"
"R_1Kp8ZVRR3w3y8ob",14,"MKB",4,"Knowledge","Morality"
"R_3j7l9N6xmB4kZGa",14,"MKB",6,"Knowledge","Morality"
"R_3pcjNaakc9DEkuH",14,"MKB",6,"Knowledge","Morality"
"R_3dGnkoBl0BCW4wr",14,"MKB",2,"Knowledge","Morality"
"R_2q45WB8tM3CnMsk",14,"MKB",5,"Knowledge","Morality"
"R_3rSx4gMQuyykxRV",14,"MKB",1,"Knowledge","Morality"
"R_1KvGzRty5iYhjlc",14,"MKB",7,"Knowledge","Morality"
"R_2ypyIkDBAjMyH3M",14,"MKB",5,"Knowledge","Morality"
"R_2ZPlpIQ6QzShsrr",14,"MKB",5,"Knowledge","Morality"
"R_3FLmunkf2Hht6TF",14,"MKB",2,"Knowledge","Morality"
"R_b1rH03pHa9MJNJv",14,"MKB",7,"Knowledge","Morality"
"R_3HHqwXpaYg7zjtc",14,"MKB",5,"Knowledge","Morality"
"R_3lrWn7KbZc6TkYf",14,"MKB",6,"Knowledge","Morality"
"R_8IWJsKE3wv6zjoZ",14,"MKB",7,"Knowledge","Morality"
"R_wOdSQUqwdK4bScp",14,"MKB",4,"Knowledge","Morality"
"R_31TNc4a4YON2a7J",15,"MKB",4,"Knowledge","Morality"
"R_1DLUYGKswrdb9cm",15,"MKB",6,"Knowledge","Morality"
"R_VUMO4bHPJAdMI01",15,"MKB",7,"Knowledge","Morality"
"R_1rAhrV5EwBM1LyZ",15,"MKB",5,"Knowledge","Morality"
"R_2CQattCDouu6rte",15,"MKB",5,"Knowledge","Morality"
"R_D0215TIQ3dRBXNL",15,"MKB",4,"Knowledge","Morality"
"R_31abv5pcixkRVsa",15,"MKB",7,"Knowledge","Morality"
"R_1PYrsTeyCWH15u3",15,"MKB",6,"Knowledge","Morality"
"R_2uPS3EAvMPxKfXl",15,"MKB",3,"Knowledge","Morality"
"R_8uCazDnCWc04MaR",15,"MKB",1,"Knowledge","Morality"
"R_1Kp8ZVRR3w3y8ob",15,"MKB",6,"Knowledge","Morality"
"R_3qpzfYjYEBvysnh",15,"MKB",5,"Knowledge","Morality"
"R_3pcjNaakc9DEkuH",15,"MKB",5,"Knowledge","Morality"
"R_1g1jxYRliuLSNIS",15,"MKB",2,"Knowledge","Morality"
"R_VR82NyjxABFst9f",15,"MKB",6,"Knowledge","Morality"
"R_UMy2B8bGVjw9O3D",15,"MKB",3,"Knowledge","Morality"
"R_dgtQrUW08Tx0Y8N",15,"MKB",5,"Knowledge","Morality"
"R_2rZ10M50CWZ1eoq",15,"MKB",7,"Knowledge","Morality"
"R_2ypyIkDBAjMyH3M",15,"MKB",3,"Knowledge","Morality"
"R_1cRJTBNGcC96v7X",15,"MKB",5,"Knowledge","Morality"
"R_1QuZ05DZ060dABH",15,"MKB",6,"Knowledge","Morality"
"R_3FLmunkf2Hht6TF",15,"MKB",6,"Knowledge","Morality"
"R_0Gs5KrwpxaE2AQF",15,"MKB",7,"Knowledge","Morality"
"R_3KPhsWLJtp13y0X",15,"MKB",3,"Knowledge","Morality"
"R_cIR19O6YM6BpoWd",15,"MKB",2,"Knowledge","Morality"
"R_2e9CF7ZPfDFASCc",15,"MKB",2,"Knowledge","Morality"
"R_1DLUYGKswrdb9cm",16,"MKB",1,"Knowledge","Morality"
"R_2TtsbgTKwKK9wIO",16,"MKB",3,"Knowledge","Morality"
"R_plWR8uAeqvRwogh",16,"MKB",7,"Knowledge","Morality"
"R_12RQRhgLfJM83Iu",16,"MKB",1,"Knowledge","Morality"
"R_1OxDu1voda2Xi65",16,"MKB",5,"Knowledge","Morality"
"R_1PYrsTeyCWH15u3",16,"MKB",4,"Knowledge","Morality"
"R_1ovWWgYf1uliRGE",16,"MKB",1,"Knowledge","Morality"
"R_O2a0beWlpnkeBB7",16,"MKB",2,"Knowledge","Morality"
"R_2ZUn4Z9qs9SrQRR",16,"MKB",3,"Knowledge","Morality"
"R_3qpzfYjYEBvysnh",16,"MKB",4,"Knowledge","Morality"
"R_3j7l9N6xmB4kZGa",16,"MKB",2,"Knowledge","Morality"
"R_vxBGd6vfvtHapsl",16,"MKB",2,"Knowledge","Morality"
"R_3dGnkoBl0BCW4wr",16,"MKB",2,"Knowledge","Morality"
"R_VR82NyjxABFst9f",16,"MKB",4,"Knowledge","Morality"
"R_bmzXOsLePOIJIbf",16,"MKB",2,"Knowledge","Morality"
"R_1KvGzRty5iYhjlc",16,"MKB",2,"Knowledge","Morality"
"R_3EMEIC7rpqFY83T",16,"MKB",1,"Knowledge","Morality"
"R_2P6F8vn4Tutz9m2",16,"MKB",2,"Knowledge","Morality"
"R_1rcce6YMkDl2Tqd",16,"MKB",2,"Knowledge","Morality"
"R_2WTOOT1lnF1XiXn",16,"MKB",3,"Knowledge","Morality"
"R_1OuTe9tItsdnSCB",16,"MKB",1,"Knowledge","Morality"
"R_u2m3EaePEvEE75f",16,"MKB",2,"Knowledge","Morality"
"R_3HHqwXpaYg7zjtc",16,"MKB",4,"Knowledge","Morality"
"R_1gNKGnEEzWH2iAi",16,"MKB",1,"Knowledge","Morality"
"R_2e9CF7ZPfDFASCc",16,"MKB",3,"Knowledge","Morality"
"R_1IFTMKYY4Ar9h7X",1,"MIB",4,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",1,"MIB",7,"Ignorance","Morality"
"R_12RQRhgLfJM83Iu",1,"MIB",2,"Ignorance","Morality"
"R_1OxDu1voda2Xi65",1,"MIB",5,"Ignorance","Morality"
"R_31abv5pcixkRVsa",1,"MIB",6,"Ignorance","Morality"
"R_1ovWWgYf1uliRGE",1,"MIB",3,"Ignorance","Morality"
"R_3qlY7YuOtTmlnqw",1,"MIB",4,"Ignorance","Morality"
"R_bIu9gF3RB8CTtXr",1,"MIB",4,"Ignorance","Morality"
"R_1BXFBu0qAEwfd17",1,"MIB",1,"Ignorance","Morality"
"R_3hfQk0FdbI5ZquZ",1,"MIB",1,"Ignorance","Morality"
"R_2PBUVaRRO8QOpsZ",1,"MIB",5,"Ignorance","Morality"
"R_2S6pPEn187Q5NtY",1,"MIB",3,"Ignorance","Morality"
"R_3j7l9N6xmB4kZGa",1,"MIB",3,"Ignorance","Morality"
"R_2fTlSKmHwWxCyvn",1,"MIB",1,"Ignorance","Morality"
"R_1F3wgkNCepYzGxO",1,"MIB",4,"Ignorance","Morality"
"R_UMy2B8bGVjw9O3D",1,"MIB",4,"Ignorance","Morality"
"R_3Ebvsl7XtlhzQWB",1,"MIB",1,"Ignorance","Morality"
"R_2ypyIkDBAjMyH3M",1,"MIB",2,"Ignorance","Morality"
"R_2v1A4xHLmEQoT2o",1,"MIB",3,"Ignorance","Morality"
"R_1rOn0eiXQgg0Bto",1,"MIB",3,"Ignorance","Morality"
"R_3KNNILeE3ut0kNj",1,"MIB",6,"Ignorance","Morality"
"R_b1rH03pHa9MJNJv",1,"MIB",7,"Ignorance","Morality"
"R_3lrWn7KbZc6TkYf",1,"MIB",1,"Ignorance","Morality"
"R_DNasEER9uGsFcfT",1,"MIB",4,"Ignorance","Morality"
"R_2e9CF7ZPfDFASCc",1,"MIB",2,"Ignorance","Morality"
"R_2TtsbgTKwKK9wIO",2,"MIB",4,"Ignorance","Morality"
"R_VUMO4bHPJAdMI01",2,"MIB",7,"Ignorance","Morality"
"R_8psRIDySszQHWjT",2,"MIB",6,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",2,"MIB",7,"Ignorance","Morality"
"R_1PYrsTeyCWH15u3",2,"MIB",5,"Ignorance","Morality"
"R_1ovWWgYf1uliRGE",2,"MIB",2,"Ignorance","Morality"
"R_O2a0beWlpnkeBB7",2,"MIB",4,"Ignorance","Morality"
"R_1f9izvPYJ9ez5Zl",2,"MIB",5,"Ignorance","Morality"
"R_3MzjhB4l2CnyceM",2,"MIB",3,"Ignorance","Morality"
"R_3hfQk0FdbI5ZquZ",2,"MIB",1,"Ignorance","Morality"
"R_2S6pPEn187Q5NtY",2,"MIB",5,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",2,"MIB",4,"Ignorance","Morality"
"R_2fTlSKmHwWxCyvn",2,"MIB",1,"Ignorance","Morality"
"R_1g1jxYRliuLSNIS",2,"MIB",6,"Ignorance","Morality"
"R_3oT6ZoaUWgal8UH",2,"MIB",3,"Ignorance","Morality"
"R_2q45WB8tM3CnMsk",2,"MIB",6,"Ignorance","Morality"
"R_1KvGzRty5iYhjlc",2,"MIB",1,"Ignorance","Morality"
"R_3gY1SdxVLpmfmir",2,"MIB",2,"Ignorance","Morality"
"R_3fq0DzWogcDLEsV",2,"MIB",1,"Ignorance","Morality"
"R_1cRJTBNGcC96v7X",2,"MIB",5,"Ignorance","Morality"
"R_1OuTe9tItsdnSCB",2,"MIB",6,"Ignorance","Morality"
"R_3dJNWXdZg0boBR6",2,"MIB",4,"Ignorance","Morality"
"R_yWjT3ClYfKtwXHr",2,"MIB",5,"Ignorance","Morality"
"R_cIR19O6YM6BpoWd",2,"MIB",7,"Ignorance","Morality"
"R_wOdSQUqwdK4bScp",2,"MIB",2,"Ignorance","Morality"
"R_31TNc4a4YON2a7J",3,"MIB",4,"Ignorance","Morality"
"R_2tiogsuxGKKbNOv",3,"MIB",4,"Ignorance","Morality"
"R_2TtsbgTKwKK9wIO",3,"MIB",3,"Ignorance","Morality"
"R_8psRIDySszQHWjT",3,"MIB",2,"Ignorance","Morality"
"R_2CQattCDouu6rte",3,"MIB",1,"Ignorance","Morality"
"R_1PYrsTeyCWH15u3",3,"MIB",4,"Ignorance","Morality"
"R_O2a0beWlpnkeBB7",3,"MIB",5,"Ignorance","Morality"
"R_siIbJwoMNFAmf9D",3,"MIB",5,"Ignorance","Morality"
"R_2ZUn4Z9qs9SrQRR",3,"MIB",6,"Ignorance","Morality"
"R_1PTyJyKQcEUiuuQ",3,"MIB",4,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",3,"MIB",3,"Ignorance","Morality"
"R_1g1jxYRliuLSNIS",3,"MIB",4,"Ignorance","Morality"
"R_3oT6ZoaUWgal8UH",3,"MIB",2,"Ignorance","Morality"
"R_VR82NyjxABFst9f",3,"MIB",4,"Ignorance","Morality"
"R_2q45WB8tM3CnMsk",3,"MIB",4,"Ignorance","Morality"
"R_3n00tAc7D3Xq0nG",3,"MIB",2,"Ignorance","Morality"
"R_qPGNLL5ULlYc0Ip",3,"MIB",2,"Ignorance","Morality"
"R_2ypyIkDBAjMyH3M",3,"MIB",7,"Ignorance","Morality"
"R_2v1A4xHLmEQoT2o",3,"MIB",2,"Ignorance","Morality"
"R_1OuTe9tItsdnSCB",3,"MIB",4,"Ignorance","Morality"
"R_3FLmunkf2Hht6TF",3,"MIB",1,"Ignorance","Morality"
"R_3KNNILeE3ut0kNj",3,"MIB",4,"Ignorance","Morality"
"R_3lrWn7KbZc6TkYf",3,"MIB",5,"Ignorance","Morality"
"R_2zC2JtfSTQzEsMI",3,"MIB",3,"Ignorance","Morality"
"R_wOdSQUqwdK4bScp",3,"MIB",6,"Ignorance","Morality"
"R_xu9UP0GFBjQzi1P",4,"MIB",1,"Ignorance","Morality"
"R_1hG9owKKMQroBBf",4,"MIB",4,"Ignorance","Morality"
"R_25H4qxjzbWJocXI",4,"MIB",3,"Ignorance","Morality"
"R_1OxDu1voda2Xi65",4,"MIB",6,"Ignorance","Morality"
"R_3G6V3MGevsXnxQw",4,"MIB",6,"Ignorance","Morality"
"R_1f9izvPYJ9ez5Zl",4,"MIB",5,"Ignorance","Morality"
"R_3MzjhB4l2CnyceM",4,"MIB",3,"Ignorance","Morality"
"R_2uPS3EAvMPxKfXl",4,"MIB",3,"Ignorance","Morality"
"R_1IvgwTwNrQyaHTf",4,"MIB",5,"Ignorance","Morality"
"R_1Kp8ZVRR3w3y8ob",4,"MIB",5,"Ignorance","Morality"
"R_3pcjNaakc9DEkuH",4,"MIB",4,"Ignorance","Morality"
"R_vxBGd6vfvtHapsl",4,"MIB",5,"Ignorance","Morality"
"R_1jP2knP7Vljlk60",4,"MIB",4,"Ignorance","Morality"
"R_2q45WB8tM3CnMsk",4,"MIB",6,"Ignorance","Morality"
"R_43cgimLZIc5sDdf",4,"MIB",3,"Ignorance","Morality"
"R_1KvGzRty5iYhjlc",4,"MIB",3,"Ignorance","Morality"
"R_3gY1SdxVLpmfmir",4,"MIB",4,"Ignorance","Morality"
"R_2P6F8vn4Tutz9m2",4,"MIB",3,"Ignorance","Morality"
"R_3fq0DzWogcDLEsV",4,"MIB",5,"Ignorance","Morality"
"R_1OuTe9tItsdnSCB",4,"MIB",6,"Ignorance","Morality"
"R_3FLmunkf2Hht6TF",4,"MIB",6,"Ignorance","Morality"
"R_3dJNWXdZg0boBR6",4,"MIB",4,"Ignorance","Morality"
"R_3KPhsWLJtp13y0X",4,"MIB",3,"Ignorance","Morality"
"R_2zC2JtfSTQzEsMI",4,"MIB",2,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",5,"MIB",7,"Ignorance","Morality"
"R_12RQRhgLfJM83Iu",5,"MIB",1,"Ignorance","Morality"
"R_3G6V3MGevsXnxQw",5,"MIB",5,"Ignorance","Morality"
"R_1PYrsTeyCWH15u3",5,"MIB",5,"Ignorance","Morality"
"R_1ovWWgYf1uliRGE",5,"MIB",5,"Ignorance","Morality"
"R_XyPc9AuqmfgpmNP",5,"MIB",6,"Ignorance","Morality"
"R_2ZUFDDiW6GBTnqt",5,"MIB",6,"Ignorance","Morality"
"R_siIbJwoMNFAmf9D",5,"MIB",3,"Ignorance","Morality"
"R_2ZUn4Z9qs9SrQRR",5,"MIB",6,"Ignorance","Morality"
"R_1176tIngeKbNXez",5,"MIB",5,"Ignorance","Morality"
"R_1PTyJyKQcEUiuuQ",5,"MIB",3,"Ignorance","Morality"
"R_3j7l9N6xmB4kZGa",5,"MIB",3,"Ignorance","Morality"
"R_vxBGd6vfvtHapsl",5,"MIB",6,"Ignorance","Morality"
"R_3dGnkoBl0BCW4wr",5,"MIB",6,"Ignorance","Morality"
"R_43cgimLZIc5sDdf",5,"MIB",5,"Ignorance","Morality"
"R_bmzXOsLePOIJIbf",5,"MIB",4,"Ignorance","Morality"
"R_3n00tAc7D3Xq0nG",5,"MIB",6,"Ignorance","Morality"
"R_2ypyIkDBAjMyH3M",5,"MIB",6,"Ignorance","Morality"
"R_1rcce6YMkDl2Tqd",5,"MIB",4,"Ignorance","Morality"
"R_1cRJTBNGcC96v7X",5,"MIB",6,"Ignorance","Morality"
"R_u2m3EaePEvEE75f",5,"MIB",5,"Ignorance","Morality"
"R_3dJNWXdZg0boBR6",5,"MIB",5,"Ignorance","Morality"
"R_3lrWn7KbZc6TkYf",5,"MIB",3,"Ignorance","Morality"
"R_2zC2JtfSTQzEsMI",5,"MIB",5,"Ignorance","Morality"
"R_8IWJsKE3wv6zjoZ",5,"MIB",7,"Ignorance","Morality"
"R_1DLUYGKswrdb9cm",6,"MIB",2,"Ignorance","Morality"
"R_2tiogsuxGKKbNOv",6,"MIB",3,"Ignorance","Morality"
"R_1rAhrV5EwBM1LyZ",6,"MIB",6,"Ignorance","Morality"
"R_2CQattCDouu6rte",6,"MIB",1,"Ignorance","Morality"
"R_6DK6aYAhyK428E1",6,"MIB",2,"Ignorance","Morality"
"R_1OxDu1voda2Xi65",6,"MIB",4,"Ignorance","Morality"
"R_3G6V3MGevsXnxQw",6,"MIB",2,"Ignorance","Morality"
"R_3MzjhB4l2CnyceM",6,"MIB",2,"Ignorance","Morality"
"R_XyPc9AuqmfgpmNP",6,"MIB",5,"Ignorance","Morality"
"R_3hfQk0FdbI5ZquZ",6,"MIB",1,"Ignorance","Morality"
"R_3kFVIOx0vSMCknB",6,"MIB",2,"Ignorance","Morality"
"R_3pcjNaakc9DEkuH",6,"MIB",4,"Ignorance","Morality"
"R_2fTlSKmHwWxCyvn",6,"MIB",1,"Ignorance","Morality"
"R_VR82NyjxABFst9f",6,"MIB",7,"Ignorance","Morality"
"R_UMy2B8bGVjw9O3D",6,"MIB",4,"Ignorance","Morality"
"R_2q45WB8tM3CnMsk",6,"MIB",4,"Ignorance","Morality"
"R_3rSx4gMQuyykxRV",6,"MIB",1,"Ignorance","Morality"
"R_3n00tAc7D3Xq0nG",6,"MIB",2,"Ignorance","Morality"
"R_3gY1SdxVLpmfmir",6,"MIB",5,"Ignorance","Morality"
"R_2ZPlpIQ6QzShsrr",6,"MIB",3,"Ignorance","Morality"
"R_1rcce6YMkDl2Tqd",6,"MIB",5,"Ignorance","Morality"
"R_1QuZ05DZ060dABH",6,"MIB",4,"Ignorance","Morality"
"R_2R568m5pF77Dyh0",6,"MIB",6,"Ignorance","Morality"
"R_3KPhsWLJtp13y0X",6,"MIB",5,"Ignorance","Morality"
"R_2zC2JtfSTQzEsMI",6,"MIB",3,"Ignorance","Morality"
"R_wOdSQUqwdK4bScp",6,"MIB",2,"Ignorance","Morality"
"R_31TNc4a4YON2a7J",7,"MIB",5,"Ignorance","Morality"
"R_1hG9owKKMQroBBf",7,"MIB",5,"Ignorance","Morality"
"R_1OxDu1voda2Xi65",7,"MIB",6,"Ignorance","Morality"
"R_1PYrsTeyCWH15u3",7,"MIB",6,"Ignorance","Morality"
"R_O2a0beWlpnkeBB7",7,"MIB",7,"Ignorance","Morality"
"R_bIu9gF3RB8CTtXr",7,"MIB",6,"Ignorance","Morality"
"R_1BXFBu0qAEwfd17",7,"MIB",5,"Ignorance","Morality"
"R_3kFVIOx0vSMCknB",7,"MIB",4,"Ignorance","Morality"
"R_8qVN23Q1GhwxtRv",7,"MIB",6,"Ignorance","Morality"
"R_3qpzfYjYEBvysnh",7,"MIB",5,"Ignorance","Morality"
"R_3j7l9N6xmB4kZGa",7,"MIB",4,"Ignorance","Morality"
"R_3pcjNaakc9DEkuH",7,"MIB",6,"Ignorance","Morality"
"R_2fTlSKmHwWxCyvn",7,"MIB",1,"Ignorance","Morality"
"R_1F3wgkNCepYzGxO",7,"MIB",3,"Ignorance","Morality"
"R_VR82NyjxABFst9f",7,"MIB",1,"Ignorance","Morality"
"R_UMy2B8bGVjw9O3D",7,"MIB",5,"Ignorance","Morality"
"R_3rSx4gMQuyykxRV",7,"MIB",1,"Ignorance","Morality"
"R_3gY1SdxVLpmfmir",7,"MIB",6,"Ignorance","Morality"
"R_3EMEIC7rpqFY83T",7,"MIB",3,"Ignorance","Morality"
"R_2uKtRMa60xPV9Qd",7,"MIB",5,"Ignorance","Morality"
"R_2WTOOT1lnF1XiXn",7,"MIB",7,"Ignorance","Morality"
"R_u2m3EaePEvEE75f",7,"MIB",5,"Ignorance","Morality"
"R_3KNNILeE3ut0kNj",7,"MIB",7,"Ignorance","Morality"
"R_DNasEER9uGsFcfT",7,"MIB",1,"Ignorance","Morality"
"R_cIR19O6YM6BpoWd",7,"MIB",5,"Ignorance","Morality"
"R_wOdSQUqwdK4bScp",7,"MIB",4,"Ignorance","Morality"
"R_1hG9owKKMQroBBf",8,"MIB",5,"Ignorance","Morality"
"R_25H4qxjzbWJocXI",8,"MIB",6,"Ignorance","Morality"
"R_D0215TIQ3dRBXNL",8,"MIB",6,"Ignorance","Morality"
"R_plWR8uAeqvRwogh",8,"MIB",1,"Ignorance","Morality"
"R_1OxDu1voda2Xi65",8,"MIB",5,"Ignorance","Morality"
"R_O2a0beWlpnkeBB7",8,"MIB",6,"Ignorance","Morality"
"R_2ZUFDDiW6GBTnqt",8,"MIB",6,"Ignorance","Morality"
"R_bIu9gF3RB8CTtXr",8,"MIB",1,"Ignorance","Morality"
"R_1BXFBu0qAEwfd17",8,"MIB",6,"Ignorance","Morality"
"R_2PBUVaRRO8QOpsZ",8,"MIB",2,"Ignorance","Morality"
"R_siIbJwoMNFAmf9D",8,"MIB",5,"Ignorance","Morality"
"R_3kFVIOx0vSMCknB",8,"MIB",7,"Ignorance","Morality"
"R_3dGnkoBl0BCW4wr",8,"MIB",6,"Ignorance","Morality"
"R_1F3wgkNCepYzGxO",8,"MIB",4,"Ignorance","Morality"
"R_1jP2knP7Vljlk60",8,"MIB",6,"Ignorance","Morality"
"R_3oT6ZoaUWgal8UH",8,"MIB",4,"Ignorance","Morality"
"R_3rSx4gMQuyykxRV",8,"MIB",2,"Ignorance","Morality"
"R_2ypyIkDBAjMyH3M",8,"MIB",7,"Ignorance","Morality"
"R_2ZPlpIQ6QzShsrr",8,"MIB",4,"Ignorance","Morality"
