"subj","condCode","response","norm","outcome","knowledge","scenario"
"R_1kHLS3K1DMUPZSn","Q2.RKG","1","rationality","Good","Knowledge",2
"R_1N35cRRGR4E3uLI","Q2.RKG","2","rationality","Good","Knowledge",2
"R_3RsXKaNWUT7TiBF","Q2.RKG","2","rationality","Good","Knowledge",2
"R_oY7WzPlSWPY0OQh","Q2.RKG","1","rationality","Good","Knowledge",2
"R_3rYv2fNPGChgnD4","Q2.RKG","2","rationality","Good","Knowledge",2
"R_3j7OCKG1TXGVyzG","Q2.RKG","2","rationality","Good","Knowledge",2
"R_819BvjnOuczUrzv","Q2.RKG","1","rationality","Good","Knowledge",2
"R_1dzwZ5p60NfCRbx","Q2.RIG","2","rationality","Good","Ignorance",2
"R_1qeWyXjLjMoMy0s","Q2.RIG","1","rationality","Good","Ignorance",2
"R_1JJuP7i7ZACFdby","Q2.RIG","2","rationality","Good","Ignorance",2
"R_2rjQ9EMQl6DNbyZ","Q2.RIG","2","rationality","Good","Ignorance",2
"R_3sn9fej8mQJvHPD","Q2.RIG","2","rationality","Good","Ignorance",2
"R_25vDMx6HgnIRo3y","Q2.RIG","2","rationality","Good","Ignorance",2
"R_2CwR7eHcvokbNsI","Q2.RIG","2","rationality","Good","Ignorance",2
"R_25zuDzeoLn3448l","Q2.RIG","2","rationality","Good","Ignorance",2
"R_sTfc3NCdOqjMUx3","Q2.RIG","2","rationality","Good","Ignorance",2
"R_viBzEheQF4dRkS5","Q2.RIG","2","rationality","Good","Ignorance",2
"R_3k0PhdHRzw8dgKw","Q2.RIG","2","rationality","Good","Ignorance",2
"R_2fpSRZUNqmFvZ13","Q2.RIG","2","rationality","Good","Ignorance",2
"R_yHGcsELkjw1rNn3","Q2.RIG","2","rationality","Good","Ignorance",2
"R_2dRscYaUyAC220V","Q2.RIG","1","rationality","Good","Ignorance",2
"R_23d8E2wMMxSEzHE","Q2.RIG","1","rationality","Good","Ignorance",2
"R_exMaNqVuVMuKyxr","Q2.RIG","2","rationality","Good","Ignorance",2
"R_2VL6GKOrGVSHBg4","Q2.RIG","2","rationality","Good","Ignorance",2
"R_1Q3Y3griXe3qHnc","Q2.RIG","2","rationality","Good","Ignorance",2
"R_2rwiUa7MJbiTWi5","Q2.RIG","1","rationality","Good","Ignorance",2
"R_9QuuwMPT5qU2Dbr","Q2.RIG","2","rationality","Good","Ignorance",2
"R_3MR6ex9DPkGVXBn","Q2.RIG","1","rationality","Good","Ignorance",2
"R_1dixcU1N1oMboCG","Q2.RIG","1","rationality","Good","Ignorance",2
"R_3NUQ32EkN6ROPNY","Q2.RIG","1","rationality","Good","Ignorance",2
"R_1FxKPezsZbnBuFk","Q2.RIG","2","rationality","Good","Ignorance",2
"R_1r6YGajmAYrZrcm","Q2.RIG","1","rationality","Good","Ignorance",2
"R_TnN90ewxdEWHzA5","Q2.MKG","1","morality","Good","Knowledge",2
"R_YRfOZy6uUd9c7rr","Q2.MKG","1","morality","Good","Knowledge",2
"R_1hFLyxPsKfKTcS1","Q2.MKG","2","morality","Good","Knowledge",2
"R_yTLvJWCZM8JSbzb","Q2.MKG","2","morality","Good","Knowledge",2
"R_SPQmo11QfvavNoR","Q2.MKG","2","morality","Good","Knowledge",2
"R_2ckGyiW1LUA23e4","Q2.MKG","1","morality","Good","Knowledge",2
"R_2wSnWZJfwAqLkQC","Q2.MKG","2","morality","Good","Knowledge",2
"R_1NgFcADe0NXXlW6","Q2.MKG","1","morality","Good","Knowledge",2
"R_pKOvRWAGi36ho41","Q2.MKG","2","morality","Good","Knowledge",2
"R_237awkhpgFaMb4e","Q2.MKG","2","morality","Good","Knowledge",2
"R_1dmZuqwrIfB4Fqb","Q2.MKG","1","morality","Good","Knowledge",2
"R_ugl7EIQljfxUwFP","Q2.MKG","1","morality","Good","Knowledge",2
"R_O3yEhxg1BHcbi9j","Q2.MKG","2","morality","Good","Knowledge",2
"R_eIDGsOtzwTFr2ox","Q2.MKG","2","morality","Good","Knowledge",2
"R_3Dd1dIpubB6TP2e","Q2.MKG","2","morality","Good","Knowledge",2
"R_1f9sVj8oK22Kn7n","Q2.MKG","2","morality","Good","Knowledge",2
"R_2S2duEBgZlNcO3q","Q2.MKG","2","morality","Good","Knowledge",2
"R_3JL7cqJFJtMQMZM","Q2.MKG","1","morality","Good","Knowledge",2
"R_2dpggEjUZx1i0w8","Q2.MKG","1","morality","Good","Knowledge",2
"R_2ZNteU1WE2bmHFL","Q2.MKG","2","morality","Good","Knowledge",2
"R_1EhPsVv4ttckcIz","Q2.MKG","2","morality","Good","Knowledge",2
"R_cAPmADXRHOXztSN","Q2.MKG","2","morality","Good","Knowledge",2
"R_eaICbnGbjkrIJY5","Q2.MKG","1","morality","Good","Knowledge",2
"R_Pvs9Ob5kC8WRNkZ","Q2.MKG","1","morality","Good","Knowledge",2
"R_3elmQ52YbmHk9gZ","Q2.MKG","1","morality","Good","Knowledge",2
"R_z0uRN61qIEUuR3P","Q2.MKG","1","morality","Good","Knowledge",2
"R_1Q56a0BgSTqTkRd","Q2.MIG","2","morality","Good","Ignorance",2
"R_2zqek4kO2u6gWvR","Q2.MIG","1","morality","Good","Ignorance",2
"R_2R8JI0SydRmUCQ0","Q2.MIG","2","morality","Good","Ignorance",2
"R_3lRGuwnb28A0z8E","Q2.MIG","2","morality","Good","Ignorance",2
"R_3CUihRFtoCs4CdW","Q2.MIG","2","morality","Good","Ignorance",2
"R_Tkh345DEf2RcOBz","Q2.MIG","2","morality","Good","Ignorance",2
"R_erIbE7gfkKmR9fj","Q2.MIG","1","morality","Good","Ignorance",2
"R_3EvaxO5IfLPdamr","Q2.MIG","2","morality","Good","Ignorance",2
"R_3MsrUAn2xGEkFJM","Q2.MIG","2","morality","Good","Ignorance",2
"R_2V3ZEbsGB7I5t58","Q2.MIG","2","morality","Good","Ignorance",2
"R_DCDcKKNtVabs0gx","Q2.MIG","2","morality","Good","Ignorance",2
"R_2U4L3NLbOTnuxxB","Q2.MIG","2","morality","Good","Ignorance",2
"R_3fldJZ2PizyODxX","Q2.MIG","2","morality","Good","Ignorance",2
"R_yUwJZsL0gpE2Ndn","Q2.MIG","1","morality","Good","Ignorance",2
"R_1M65CVtuebXn6KR","Q2.MIG","2","morality","Good","Ignorance",2
"R_BLfHJ8b0SWYJPsB","Q2.MIG","2","morality","Good","Ignorance",2
"R_2xxRJrZryENyNCC","Q2.MIG","2","morality","Good","Ignorance",2
"R_12o3n1C1uCFnbTk","Q2.MIG","1","morality","Good","Ignorance",2
"R_2YgEHZER2KaSsJs","Q2.MIG","2","morality","Good","Ignorance",2
"R_AAKD1XRCjIozCxj","Q2.MIG","2","morality","Good","Ignorance",2
"R_3KrrhQHv5txRxqF","Q2.MIG","2","morality","Good","Ignorance",2
"R_vUorWU9Ixigf8Qh","Q2.MIG","2","morality","Good","Ignorance",2
"R_3n6O7b7j1buyDz1","Q2.MIG","2","morality","Good","Ignorance",2
"R_2WPufpDRY0mEsNf","Q2.MIG","2","morality","Good","Ignorance",2
"R_6xOgjjY4VZFZes9","Q2.MIG","2","morality","Good","Ignorance",2
"R_1dzwZ5p60NfCRbx","Q3.RKB","2","rationality","Bad","Knowledge",3
"R_dmnAIEC7Ad9gAVD","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_2ruRWfY1srJPt9Y","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_0pnISAB21WFviCZ","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_2BgPCqjhDSDwebX","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_297gdj5DMLYhOsh","Q3.RKB","2","rationality","Bad","Knowledge",3
"R_1qUljBUmOGoYLQr","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_viBzEheQF4dRkS5","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_9pJfYokXD7NLclj","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_pKOvRWAGi36ho41","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_XHvdAnwym6hCVMJ","Q3.RKB","2","rationality","Bad","Knowledge",3
"R_2Wv8WsI5IyNGn8s","Q3.RKB","2","rationality","Bad","Knowledge",3
"R_D8guIEc06taGiEF","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_1M65CVtuebXn6KR","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_2BtFCeJEWbCnCXh","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_2dRscYaUyAC220V","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_3JL7cqJFJtMQMZM","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_3PhSp43NynPctZK","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_2fGN17Nm7L4fHU8","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_2rwiUa7MJbiTWi5","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_YbLDHwJDAH3MVvr","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_UKKZXBCkHsL6wAp","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_RJfOs15S5slmYVP","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_6xOgjjY4VZFZes9","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_2UYM4PSbiyJmjkh","Q3.RKB","1","rationality","Bad","Knowledge",3
"R_3JEGYEHdPBFUpIK","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_SPQmo11QfvavNoR","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_3sn9fej8mQJvHPD","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_3fSDWmEJK0nBhYH","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_3gLBFQ7583G1ouc","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_1NgFcADe0NXXlW6","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_3EvaxO5IfLPdamr","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_3Dd1dIpubB6TP2e","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_3oAy4hgXJ1P6spF","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_yUwJZsL0gpE2Ndn","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_3G9fT546ey96hrQ","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_prARRf5YMvhEwEN","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_1f9sVj8oK22Kn7n","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_1F32BFpAyAFvVro","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_2xxRJrZryENyNCC","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_8owwVaLumTS8iPj","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_12o3n1C1uCFnbTk","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_2VL6GKOrGVSHBg4","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_2QPuvmtMknIENPl","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_3kpDHCggGacuKmR","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_1kHLS3K1DMUPZSn","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_vUorWU9Ixigf8Qh","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_2OI8rHDtYUfbZAM","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_2tb2YKd4hPKb0Ty","Q3.RIB","1","rationality","Bad","Ignorance",3
"R_1dlU4Sc5IEBdAhw","Q3.RIB","2","rationality","Bad","Ignorance",3
"R_1qeWyXjLjMoMy0s","Q3.MKB","1","morality","Bad","Knowledge",3
"R_ufCDTRHutMvLVYJ","Q3.MKB","1","morality","Bad","Knowledge",3
"R_3LXDud0GwTjSMR0","Q3.MKB","1","morality","Bad","Knowledge",3
"R_12QfCLXEQhxfWoU","Q3.MKB","1","morality","Bad","Knowledge",3
"R_2R8JI0SydRmUCQ0","Q3.MKB","1","morality","Bad","Knowledge",3
"R_1EYTp4w46OyhCmo","Q3.MKB","2","morality","Bad","Knowledge",3
"R_2CwR7eHcvokbNsI","Q3.MKB","1","morality","Bad","Knowledge",3
"R_sNLCfzyhj0C6fDP","Q3.MKB","1","morality","Bad","Knowledge",3
"R_1isv3Eyt5leZXz3","Q3.MKB","2","morality","Bad","Knowledge",3
"R_2QG9fymIn9yjMYO","Q3.MKB","1","morality","Bad","Knowledge",3
"R_ugl7EIQljfxUwFP","Q3.MKB","1","morality","Bad","Knowledge",3
"R_O3yEhxg1BHcbi9j","Q3.MKB","2","morality","Bad","Knowledge",3
"R_2q7QWLHOYQzMrIR","Q3.MKB","1","morality","Bad","Knowledge",3
"R_6zD9vdwQaQVvfM1","Q3.MKB","1","morality","Bad","Knowledge",3
"R_etyun6P1xxEsVK9","Q3.MKB","1","morality","Bad","Knowledge",3
"R_BMt6NhCDEuBcRs5","Q3.MKB","1","morality","Bad","Knowledge",3
"R_26hgMm9B09Xe7Wk","Q3.MKB","1","morality","Bad","Knowledge",3
"R_eWIqwZTxAKgzSwh","Q3.MKB","2","morality","Bad","Knowledge",3
"R_12s5VWgPdrearCX","Q3.MKB","1","morality","Bad","Knowledge",3
"R_2t9Tv7OY1RP1Mmg","Q3.MKB","1","morality","Bad","Knowledge",3
"R_3KrrhQHv5txRxqF","Q3.MKB","1","morality","Bad","Knowledge",3
"R_3gMEpLBVaR2xDe1","Q3.MKB","1","morality","Bad","Knowledge",3
"R_3NUQ32EkN6ROPNY","Q3.MKB","1","morality","Bad","Knowledge",3
"R_3nUYaOw2h71wunw","Q3.MKB","1","morality","Bad","Knowledge",3
"R_Pvs9Ob5kC8WRNkZ","Q3.MKB","1","morality","Bad","Knowledge",3
"R_1Q56a0BgSTqTkRd","Q3.MIB","2","morality","Bad","Ignorance",3
"R_1nO67HdszxSQ3kR","Q3.MIB","2","morality","Bad","Ignorance",3
"R_3mjx1vchBZ5ELOC","Q3.MIB","2","morality","Bad","Ignorance",3
"R_urC808lhWrMFmzD","Q3.MIB","1","morality","Bad","Ignorance",3
"R_25vDMx6HgnIRo3y","Q3.MIB","2","morality","Bad","Ignorance",3
"R_1fjejFI4WD8LEme","Q3.MIB","2","morality","Bad","Ignorance",3
"R_2ZIT9WWvOSJD4MX","Q3.MIB","1","morality","Bad","Ignorance",3
"R_40i5GG4NcfPXmFj","Q3.MIB","2","morality","Bad","Ignorance",3
"R_2SpGlzmszUawD2y","Q3.MIB","2","morality","Bad","Ignorance",3
"R_1E0zPfS61A1p93v","Q3.MIB","1","morality","Bad","Ignorance",3
"R_291bcJyLj97PVxP","Q3.MIB","1","morality","Bad","Ignorance",3
"R_2VO6tEjBWzxv1qT","Q3.MIB","1","morality","Bad","Ignorance",3
"R_3PFuM7kKwr4wb0y","Q3.MIB","2","morality","Bad","Ignorance",3
"R_3jThMPE7sc03Kux","Q3.MIB","1","morality","Bad","Ignorance",3
"R_3fldJZ2PizyODxX","Q3.MIB","2","morality","Bad","Ignorance",3
"R_23d8E2wMMxSEzHE","Q3.MIB","1","morality","Bad","Ignorance",3
"R_7PAgh6QKf38Ods5","Q3.MIB","2","morality","Bad","Ignorance",3
"R_2ON2AB8H3OpSKm8","Q3.MIB","2","morality","Bad","Ignorance",3
"R_3kn8tL3JGGHyzPi","Q3.MIB","2","morality","Bad","Ignorance",3
"R_AAKD1XRCjIozCxj","Q3.MIB","2","morality","Bad","Ignorance",3
"R_1N35cRRGR4E3uLI","Q3.MIB","2","morality","Bad","Ignorance",3
"R_1dixcU1N1oMboCG","Q3.MIB","2","morality","Bad","Ignorance",3
"R_1HcTQSsle1b5W9Z","Q3.MIB","2","morality","Bad","Ignorance",3
"R_1FxKPezsZbnBuFk","Q3.MIB","2","morality","Bad","Ignorance",3
"R_e3ukhtSJpqQF9Id","Q3.MIB","2","morality","Bad","Ignorance",3
"R_2D8Kf7hPRFbrmV4","Q3.MIB","2","morality","Bad","Ignorance",3
"R_yTLvJWCZM8JSbzb","Q3.RKG","2","rationality","Good","Knowledge",3
"R_2zqek4kO2u6gWvR","Q3.RKG","1","rationality","Good","Knowledge",3
"R_3R2AWOxC7hWjNqj","Q3.RKG","2","rationality","Good","Knowledge",3
"R_1LHyPswdsIaXhxR","Q3.RKG","2","rationality","Good","Knowledge",3
"R_sTfc3NCdOqjMUx3","Q3.RKG","1","rationality","Good","Knowledge",3
"R_3Db78Lm5ZIII1JV","Q3.RKG","2","rationality","Good","Knowledge",3
"R_2reUmYzDE3ma38B","Q3.RKG","2","rationality","Good","Knowledge",3
"R_3lRGuwnb28A0z8E","Q3.RKG","1","rationality","Good","Knowledge",3
"R_2v2hw2cMU99VkDD","Q3.RKG","1","rationality","Good","Knowledge",3
"R_3MsrUAn2xGEkFJM","Q3.RKG","2","rationality","Good","Knowledge",3
"R_22FYijS5cRyDKVy","Q3.RKG","1","rationality","Good","Knowledge",3
"R_3k0PhdHRzw8dgKw","Q3.RKG","2","rationality","Good","Knowledge",3
"R_DCDcKKNtVabs0gx","Q3.RKG","2","rationality","Good","Knowledge",3
"R_2fpSRZUNqmFvZ13","Q3.RKG","2","rationality","Good","Knowledge",3
"R_ZfrM1AHstfjRe0N","Q3.RKG","2","rationality","Good","Knowledge",3
"R_yHGcsELkjw1rNn3","Q3.RKG","1","rationality","Good","Knowledge",3
"R_2YgEHZER2KaSsJs","Q3.RKG","1","rationality","Good","Knowledge",3
"R_3fkl3wT610dOBrJ","Q3.RKG","2","rationality","Good","Knowledge",3
"R_3rIqCSFrAsZ7u4d","Q3.RKG","1","rationality","Good","Knowledge",3
"R_2ZHMzvy2HuSkU0r","Q3.RKG","2","rationality","Good","Knowledge",3
"R_cAPmADXRHOXztSN","Q3.RKG","1","rationality","Good","Knowledge",3
"R_9HwOwrBwwMbajYt","Q3.RKG","1","rationality","Good","Knowledge",3
"R_3j7OCKG1TXGVyzG","Q3.RKG","2","rationality","Good","Knowledge",3
"R_1r6YGajmAYrZrcm","Q3.RKG","1","rationality","Good","Knowledge",3
"R_TnN90ewxdEWHzA5","Q3.RIG","2","rationality","Good","Ignorance",3
"R_2YzbJ65NT9mHagv","Q3.RIG","2","rationality","Good","Ignorance",3
"R_1rAil9iM3uuajRO","Q3.RIG","2","rationality","Good","Ignorance",3
"R_urh0bbQnYKqZC9j","Q3.RIG","1","rationality","Good","Ignorance",3
"R_3CUihRFtoCs4CdW","Q3.RIG","2","rationality","Good","Ignorance",3
"R_Tkh345DEf2RcOBz","Q3.RIG","1","rationality","Good","Ignorance",3
"R_erIbE7gfkKmR9fj","Q3.RIG","1","rationality","Good","Ignorance",3
"R_2VIONkeZj0Of7gg","Q3.RIG","2","rationality","Good","Ignorance",3
"R_1obgbdW7tDbvzdC","Q3.RIG","1","rationality","Good","Ignorance",3
"R_1dmZuqwrIfB4Fqb","Q3.RIG","1","rationality","Good","Ignorance",3
"R_2usJKYN2fxmGaqr","Q3.RIG","2","rationality","Good","Ignorance",3
"R_2V3ZEbsGB7I5t58","Q3.RIG","2","rationality","Good","Ignorance",3
"R_4ZP6AOr2gTGNbJ7","Q3.RIG","1","rationality","Good","Ignorance",3
"R_3l8Uvxkomb3yHLD","Q3.RIG","2","rationality","Good","Ignorance",3
"R_2S2duEBgZlNcO3q","Q3.RIG","2","rationality","Good","Ignorance",3
"R_3Hiy3lnGOyNOIQK","Q3.RIG","2","rationality","Good","Ignorance",3
"R_OBSlSrQ1Id9FADD","Q3.RIG","1","rationality","Good","Ignorance",3
"R_3fkNpAQgLjHI1iL","Q3.RIG","1","rationality","Good","Ignorance",3
"R_1EhPsVv4ttckcIz","Q3.RIG","2","rationality","Good","Ignorance",3
"R_9QuuwMPT5qU2Dbr","Q3.RIG","2","rationality","Good","Ignorance",3
"R_3RsXKaNWUT7TiBF","Q3.RIG","2","rationality","Good","Ignorance",3
"R_6gUOzZ0mgs7Cf5v","Q3.RIG","1","rationality","Good","Ignorance",3
"R_oY7WzPlSWPY0OQh","Q3.RIG","1","rationality","Good","Ignorance",3
"R_3n6O7b7j1buyDz1","Q3.RIG","2","rationality","Good","Ignorance",3
"R_WkQH6Sb65YbogTf","Q3.RIG","1","rationality","Good","Ignorance",3
"R_3elmQ52YbmHk9gZ","Q3.RIG","1","rationality","Good","Ignorance",3
"R_1Igbakmew1f6LJu","Q3.MKG","1","morality","Good","Knowledge",3
"R_1hFLyxPsKfKTcS1","Q3.MKG","2","morality","Good","Knowledge",3
"R_2dZtqvnBTBWdN3H","Q3.MKG","2","morality","Good","Knowledge",3
"R_1JJuP7i7ZACFdby","Q3.MKG","2","morality","Good","Knowledge",3
"R_1jwbgefmcMf8RI2","Q3.MKG","1","morality","Good","Knowledge",3
"R_25zuDzeoLn3448l","Q3.MKG","1","morality","Good","Knowledge",3
"R_Zre2wGPfMk35rod","Q3.MKG","2","morality","Good","Knowledge",3
"R_Zt97GexYmGMFelb","Q3.MKG","1","morality","Good","Knowledge",3
"R_3qrgt3uN1orLQ7U","Q3.MKG","2","morality","Good","Knowledge",3
"R_237awkhpgFaMb4e","Q3.MKG","2","morality","Good","Knowledge",3
"R_3Ej2u6SvghKqkgP","Q3.MKG","1","morality","Good","Knowledge",3
"R_24FLYlYvRP1AiOM","Q3.MKG","2","morality","Good","Knowledge",3
"R_2U4L3NLbOTnuxxB","Q3.MKG","2","morality","Good","Knowledge",3
"R_3fjXJiVog897OTE","Q3.MKG","1","morality","Good","Knowledge",3
"R_eIDGsOtzwTFr2ox","Q3.MKG","2","morality","Good","Knowledge",3
"R_BLfHJ8b0SWYJPsB","Q3.MKG","2","morality","Good","Knowledge",3
"R_exMaNqVuVMuKyxr","Q3.MKG","2","morality","Good","Knowledge",3
"R_1qerst5YIleBPLi","Q3.MKG","1","morality","Good","Knowledge",3
"R_214WjB6MJaAGLKJ","Q3.MKG","2","morality","Good","Knowledge",3
"R_2qra0hlauy54r9I","Q3.MKG","2","morality","Good","Knowledge",3
"R_2dpggEjUZx1i0w8","Q3.MKG","2","morality","Good","Knowledge",3
"R_3MR6ex9DPkGVXBn","Q3.MKG","2","morality","Good","Knowledge",3
"R_3rYv2fNPGChgnD4","Q3.MKG","2","morality","Good","Knowledge",3
"R_2WPufpDRY0mEsNf","Q3.MKG","2","morality","Good","Knowledge",3
"R_819BvjnOuczUrzv","Q3.MKG","1","morality","Good","Knowledge",3
"R_z0uRN61qIEUuR3P","Q3.MKG","2","morality","Good","Knowledge",3
"R_2arw02fvwE0edbf","Q3.MIG","2","morality","Good","Ignorance",3
"R_YRfOZy6uUd9c7rr","Q3.MIG","2","morality","Good","Ignorance",3
"R_2tMdGdjVe17nBDt","Q3.MIG","1","morality","Good","Ignorance",3
"R_31Y2IkuEiETOf8C","Q3.MIG","2","morality","Good","Ignorance",3
"R_29gZY78cWmLuSVa","Q3.MIG","2","morality","Good","Ignorance",3
"R_1H74FkHSxEHhV1E","Q3.MIG","2","morality","Good","Ignorance",3
"R_3DcHZv4Itf1OOYn","Q3.MIG","2","morality","Good","Ignorance",3
"R_2rjQ9EMQl6DNbyZ","Q3.MIG","2","morality","Good","Ignorance",3
"R_3PELcJT287RTW0z","Q3.MIG","1","morality","Good","Ignorance",3
"R_2ckGyiW1LUA23e4","Q3.MIG","2","morality","Good","Ignorance",3
"R_2wSnWZJfwAqLkQC","Q3.MIG","2","morality","Good","Ignorance",3
"R_2wdAi2Br036nb0x","Q3.MIG","2","morality","Good","Ignorance",3
"R_3fTcfMmuGswY4dz","Q3.MIG","1","morality","Good","Ignorance",3
"R_1rJFYYnm1Llcp2n","Q3.MIG","2","morality","Good","Ignorance",3
"R_C2JjFzpEIeyXnPj","Q3.MIG","2","morality","Good","Ignorance",3
"R_2ggAwkWBQKkDcKR","Q3.MIG","1","morality","Good","Ignorance",3
"R_3PSPuAjXOGLT0n7","Q3.MIG","2","morality","Good","Ignorance",3
"R_1Q3Y3griXe3qHnc","Q3.MIG","2","morality","Good","Ignorance",3
"R_cGFhb2noJ7lS94R","Q3.MIG","2","morality","Good","Ignorance",3
"R_2ZNteU1WE2bmHFL","Q3.MIG","1","morality","Good","Ignorance",3
"R_1o0urljC4DDcDmD","Q3.MIG","2","morality","Good","Ignorance",3
"R_1FVmEUPZ3Mf74Gt","Q3.MIG","1","morality","Good","Ignorance",3
"R_1eEJStFdisOROjv","Q3.MIG","2","morality","Good","Ignorance",3
"R_eaICbnGbjkrIJY5","Q3.MIG","1","morality","Good","Ignorance",3
"R_aXdVb1OyOWNelcR","Q3.MIG","1","morality","Good","Ignorance",3
"R_1rAil9iM3uuajRO","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_2ruRWfY1srJPt9Y","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_3mjx1vchBZ5ELOC","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_3JEGYEHdPBFUpIK","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_2zqek4kO2u6gWvR","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_sNLCfzyhj0C6fDP","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_1LHyPswdsIaXhxR","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_2ZIT9WWvOSJD4MX","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_3qrgt3uN1orLQ7U","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_viBzEheQF4dRkS5","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_1E0zPfS61A1p93v","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_3EvaxO5IfLPdamr","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_3Ej2u6SvghKqkgP","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_22FYijS5cRyDKVy","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_ugl7EIQljfxUwFP","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_C2JjFzpEIeyXnPj","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_12o3n1C1uCFnbTk","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_3kn8tL3JGGHyzPi","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_cGFhb2noJ7lS94R","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_2dpggEjUZx1i0w8","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_3KrrhQHv5txRxqF","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_1dixcU1N1oMboCG","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_3rYv2fNPGChgnD4","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_2WPufpDRY0mEsNf","Q3.RKB.1","2","rationality","Bad","Knowledge",4
"R_819BvjnOuczUrzv","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_2D8Kf7hPRFbrmV4","Q3.RKB.1","1","rationality","Bad","Knowledge",4
"R_2tMdGdjVe17nBDt","Q4.RIB","1","rationality","Bad","Ignorance",4
"R_1H74FkHSxEHhV1E","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_2CwR7eHcvokbNsI","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_Zre2wGPfMk35rod","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_2ckGyiW1LUA23e4","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_3lRGuwnb28A0z8E","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_2wSnWZJfwAqLkQC","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_2v2hw2cMU99VkDD","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_9pJfYokXD7NLclj","Q4.RIB","1","rationality","Bad","Ignorance",4
"R_erIbE7gfkKmR9fj","Q4.RIB","2","rationality","Bad","Ignorance",4
"R_1obgbdW7tDbvzdC","Q4.RIB","2","rationality","Bad","Ignorance",4
