ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,vign1-RKB,modal01-RKB,proba01-RKB,cfcon01-RKB,cause01-RKB,vign1-RIB,modal01-RIB,proba01-RIB,cfcon01-RIB,cause01-RIB,vign1-MKB,modal01-MKB,proba01-MKB,cfcon01-MKB,cause01-MKB,vign1-MIB,modal01-MIB,proba01-MIB,cfcon01-MIB,cause01-MIB,vign1-RKG,modal01-RKG,proba01-RKG,cfcon01-RKG,cause01-RKG,vign1-RIG,modal01-RIG,proba01-RIG,cfcon01-RIG,cause01-RIG,vign1-MKG,modal01-MKG,proba01-MKG,cfcon01-MKG,cause01-MKG,vign1-MIG,modal01-MIG,proba01-MIG,cfcon01-MIG,cause01-MIG,vign2-RKB,modal02-RKB,proba02-RKB,cfcon02-RKB,cause02-RKB,vign2-RIB,modal02-RIB,proba02-RIB,cfcon02-RIB,cause02-RIB,vign2-MKB,modal02-MKB,proba02-MKB,cfcon02-MKB,cause02-MKB,vign2-MIB,modal02-MIB,proba02-MIB,cfcon02-MIB,cause02-MIB,vign2-RKG,modal02-RKG,proba02-RKG,cfcon02-RKG,cause02-RKG,vign2-RIG,modal02-RIG,proba02-RIG,cfcon02-RIG,cause02-RIG,vign2-MKG,modal02-MKG,proba02-MKG,cfcon02-MKG,cause02-MKG,vign2-MIG,modal02-MIG,proba02-MIG,cfcon02-MIG,cause02-MIG,vign3-RKB,modal03-RKB,proba03-RKB,cfcon03-RKB,cause03-RKB,vign3-RIB,modal03-RIB,proba03-RIB,cfcon03-RIB,cause03-RIB,vign3-MKB,modal03-MKB,proba03-MKB,cfcon03-MKB,cause03-MKB,vign3-MIB,modal03-MIB,proba03-MIB,cfcon03-MIB,cause03-MIB,vign3-RKG,modal03-RKG,proba03-RKG,cfcon03-RKG,cause03-RKG,vign3-RIG,modal03-RIG,proba03-RIG,cfcon03-RIG,cause03-RIG,vign3-MKG,modal03-MKG,proba03-MKG,cfcon03-MKG,cause03-MKG,vign3-MIG,modal03-MIG,proba03-MIG,cfcon03-MIG,cause03-MIG,vign4-RKB,modal04-RKB,proba04-RKB,cfcon04-RKB,cause04-RKB,vign4-RIB,modal04-RIB,proba04-RIB,cfcon04-RIB,cause04-RIB,vign4-MKB,modal04-MKB,proba04-MKB,cfcon04-MKB,cause04-MKB,vign4-MIB,modal04-MIB,proba04-MIB,cfcon04-MIB,cause04-MIB,vign4-RKG,modal04-RKG,proba04-RKG,cfcon04-RKG,cause04-RKG,vign4-RIG,modal04-RIG,proba04-RIG,cfcon04-RIG,cause04-RIG,vign4-MKG,modal04-MKG,proba04-MKG,cfcon04-MKG,cause04-MKG,vign4-MIG,modal04-MIG,proba04-MIG,cfcon04-MIG,cause04-MIG,vign5-RKB,modal05-RKB,proba05-RKB,cfcon05-RKB,cause05-RKB,vign5-RIB,modal05-RIB,proba05-RIB,cfcon05-RIB,cause05-RIB,vign5-MKB,modal05-MKB,proba05-MKB,cfcon05-MKB,cause05-MKB,vign5-MIB,modal05-MIB,proba05-MIB,cfcon05-MIB,cause05-MIB,vign5-RKG,modal05-RKG,proba05-RKG,cfcon05-RKG,cause05-RKG,vign5-RIG,modal05-RIG,proba05-RIG,cfcon05-RIG,cause05-RIG,vign5-MKG,modal05-MKG,proba05-MKG,cfcon05-MKG,cause05-MKG,vign5-MIG,modal05-MIG,proba05-MIG,cfcon05-MIG,cause05-MIG,vign6-RKB,modal06-RKB,proba06-RKB,cfcon06-RKB,cause06-RKB,vign6-RIB,modal06-RIB,proba06-RIB,cfcon06-RIB,cause06-RIB,vign6-MKB,modal06-MKB,proba06-MKB,cfcon06-MKB,cause06-MKB,vign6-MIB,modal06-MIB,proba06-MIB,cfcon06-MIB,cause06-MIB,vign6-RKG,modal06-RKG,proba06-RKG,cfcon06-RKG,cause06-RKG,vign6-RIG,modal06-RIG,proba06-RIG,cfcon06-RIG,cause06-RIG,vign6-MKG,modal06-MKG,proba06-MKG,cfcon06-MKG,cause06-MKG,vign6-MIG,modal06-MIG,proba06-MIG,cfcon06-MIG,cause06-MIG,vign7-RKB,modal07-RKB,proba07-RKB,cfcon07-RKB,cause07-RKB,vign7-RIB,modal07-RIB,proba07-RIB,cfcon07-RIB,cause07-RIB,vign7-MKB,modal07-MKB,proba07-MKB,cfcon07-MKB,cause07-MKB,vign7-MIB,modal07-MIB,proba07-MIB,cfcon07-MIB,cause07-MIB,vign7-RKG,modal07-RKG,proba07-RKG,cfcon07-RKG,cause07-RKG,vign7-RIG,modal07-RIG,proba07-RIG,cfcon07-RIG,cause07-RIG,vign7-MKG,modal07-MKG,proba07-MKG,cfcon07-MKG,cause07-MKG,vign7-MIG,modal07-MIG,proba07-MIG,cfcon07-MIG,cause07-MIG,vign8-RKB,modal08-RKB,proba08-RKB,cfcon08-RKB,cause08-RKB,vign8-RIB,modal08-RIB,proba08-RIB,cfcon08-RIB,cause08-RIB,vign8-MKB,modal08-MKB,proba08-MKB,cfcon08-MKB,cause08-MKB,vign8-MIB,modal08-MIB,proba08-MIB,cfcon08-MIB,cause08-MIB,vign8-RKG,modal08-RKG,proba08-RKG,cfcon08-RKG,cause08-RKG,vign8-RIG,modal08-RIG,proba08-RIG,cfcon08-RIG,cause08-RIG,vign8-MKG,modal08-MKG,proba08-MKG,cfcon08-MKG,cause08-MKG,vign8-MIG,modal08-MIG,proba08-MIG,cfcon08-MIG,cause08-MIG,vign9-RKB,modal09-RKB,proba09-RKB,cfcon09-RKB,cause09-RKB,vign9-RIB,modal09-RIB,proba09-RIB,cfcon09-RIB,cause09-RIB,vign9-MKB,modal09-MKB,proba09-MKB,cfcon09-MKB,cause09-MKB,vign9-MIB,modal09-MIB,proba09-MIB,cfcon09-MIB,cause09-MIB,vign9-RKG,modal09-RKG,proba09-RKG,cfcon09-RKG,cause09-RKG,vign9-RIG,modal09-RIG,proba09-RIG,cfcon09-RIG,cause09-RIG,vign9-MKG,modal09-MKG,proba09-MKG,cfcon09-MKG,cause09-MKG,vign9-MIG,modal09-MIG,proba09-MIG,cfcon09-MIG,cause09-MIG,vign10-RKB,modal10-RKB,proba10-RKB,cfcon10-RKB,cause10-RKB,vign10-RIB,modal10-RIB,proba10-RIB,cfcon10-RIB,cause10-RIB,vign10-MKB,modal10-MKB,proba10-MKB,cfcon10-MKB,cause10-MKB,vign10-MIB,modal10-MIB,proba10-MIB,cfcon10-MIB,cause10-MIB,vign10-RKG,modal10-RKG,proba10-RKG,cfcon10-RKG,cause10-RKG,vign10-RIG,modal10-RIG,proba10-RIG,cfcon10-RIG,cause10-RIG,vign10-MKG,modal10-MKG,proba10-MKG,cfcon10-MKG,cause10-MKG,vign10-MIG,modal10-MIG,proba10-MIG,cfcon10-MIG,cause10-MIG,vign11-RKB,modal11-RKB,proba11-RKB,cfcon11-RKB,cause11-RKB,vign11-RIB,modal11-RIB,proba11-RIB,cfcon11-RIB,cause11-RIB,vign11-MKB,modal11-MKB,proba11-MKB,cfcon11-MKB,cause11-MKB,vign11-MIB,modal11-MIB,proba11-MIB,cfcon11-MIB,cause11-MIB,vign11-RKG,modal11-RKG,proba11-RKG,cfcon11-RKG,cause11-RKG,vign11-RIG,modal11-RIG,proba11-RIG,cfcon11-RIG,cause11-RIG,vign11-MKG,modal11-MKG,proba11-MKG,cfcon11-MKG,cause11-MKG,vign11-MIG,modal11-MIG,proba11-MIG,cfcon11-MIG,cause11-MIG,vign12-RKB,modal12-RKB,proba12-RKB,cfcon12-RKB,cause12-RKB,vign12-RIB,modal12-RIB,proba12-RIB,cfcon12-RIB,cause12-RIB,vign12-MKB,modal12-MKB,proba12-MKB,cfcon12-MKB,cause12-MKB,vign12-MIB,modal12-MIB,proba12-MIB,cfcon12-MIB,cause12-MIB,vign12-RKG,modal12-RKG,proba12-RKG,cfcon12-RKG,cause12-RKG,vign12-RIG,modal12-RIG,proba12-RIG,cfcon12-RIG,cause12-RIG,vign12-MKG,modal12-MKG,proba12-MKG,cfcon12-MKG,cause12-MKG,vign12-MIG,modal12-MIG,proba12-MIG,cfcon12-MIG,cause12-MIG,vign13-RKB,modal13-RKB,proba13-RKB,cfcon13-RKB,cause13-RKB,vign13-RIB,modal13-RIB,proba13-RIB,cfcon13-RIB,cause13-RIB,vign13-MKB,modal13-MKB,proba13-MKB,cfcon13-MKB,cause13-MKB,vign13-MIB,modal13-MIB,proba13-MIB,cfcon13-MIB,cause13-MIB,vign13-RKG,modal13-RKG,proba13-RKG,cfcon13-RKG,cause13-RKG,vign13-RIG,modal13-RIG,proba13-RIG,cfcon13-RIG,cause13-RIG,vign13-MKG,modal13-MKG,proba13-MKG,cfcon13-MKG,cause13-MKG,vign13-MIG,modal13-MIG,proba13-MIG,cfcon13-MIG,cause13-MIG,vign14-RKB,modal14-RKB,proba14-RKB,cfcon14-RKB,cause14-RKB,vign14-RIB,modal14-RIB,proba14-RIB,cfcon14-RIB,cause14-RIB,vign14-MKB,modal14-MKB,proba14-MKB,cfcon14-MKB,cause14-MKB,vign14-MIB,modal14-MIB,proba14-MIB,cfcon14-MIB,cause14-MIB,vign14-RKG,modal14-RKG,proba14-RKG,cfcon14-RKG,cause14-RKG,vign14-RIG,modal14-RIG,proba14-RIG,cfcon14-RIG,cause14-RIG,vign14-MKG,modal14-MKG,proba14-MKG,cfcon14-MKG,cause14-MKG,vign14-MIG,modal14-MIG,proba14-MIG,cfcon14-MIG,cause14-MIG,vign15-RKB,modal15-RKB,proba15-RKB,cfcon15-RKB,cause15-RKB,vign15-RIB,modal15-RIB,proba15-RIB,cfcon15-RIB,cause15-RIB,vign15-MKB,modal15-MKB,proba15-MKB,cfcon15-MKB,cause15-MKB,vign15-MIB,modal15-MIB,proba15-MIB,cfcon15-MIB,cause15-MIB,vign15-RKG,modal15-RKG,proba15-RKG,cfcon15-RKG,cause15-RKG,vign15-RIG,modal15-RIG,proba15-RIG,cfcon15-RIG,cause15-RIG,vign15-MKG,modal15-MKG,proba15-MKG,cfcon15-MKG,cause15-MKG,vign15-MIG,modal15-MIG,proba15-MIG,cfcon15-MIG,cause15-MIG,vign16-RKB,modal16-RKB,proba16-RKB,cfcon16-RKB,cause16-RKB,vign16-RIB,modal16-RIB,proba16-RIB,cfcon16-RIB,cause16-RIB,vign16-MKB,modal16-MKB,proba16-MKB,cfcon16-MKB,cause16-MKB,vign16-MIB,modal16-MIB,proba16-MIB,cfcon16-MIB,cause16-MIB,vign16-RKG,modal16-RKG,proba16-RKG,cfcon16-RKG,cause16-RKG,vign16-RIG,modal16-RIG,proba16-RIG,cfcon16-RIG,cause16-RIG,vign16-MKG,modal16-MKG,proba16-MKG,cfcon16-MKG,cause16-MKG,vign16-MIG,modal16-MIG,proba16-MIG,cfcon16-MIG,cause16-MIG,demo,age,gender,ethn,edu,ses,DO-BR-FL_28,DO-BR-FL_3,DO-BR-FL_46,DO-BR-FL_73,DO-BR-FL_100,DO-BR-FL_111,DO-BR-FL_138,DO-BR-FL_149,DO-BR-FL_168,DO-BR-FL_204,DO-BR-FL_215,DO-BR-FL_234,DO-BR-FL_253,DO-BR-FL_272,DO-BR-FL_291,DO-BR-FL_344,DO-BR-FL_310,LocationLatitude,LocationLongitude,LocationAccuracy
R_1mzxBJQzQs5anJO,Default Response Set,Anonymous,,,68.80.13.217,0,6/20/2017 16:29,6/20/2017 16:32,1,1,1,1,4,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,3,,,,,,,,,,,,,,,,1,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,2,6,,,,,,,,,,,,,,,,1,2,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,4,6,,,,,,,,,,,,,,,,,,,,,1,2,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,4,2,,,,,,,,,,,,,,,,,,,,,1,5,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,3,6,6,FL_138|FL_215|FL_100|FL_46|FL_344|FL_253|FL_310|FL_291|FL_73|FL_111|FL_149|FL_204|FL_272|FL_234|FL_3|FL_168,Vign 1 - Irr/Know/Bad,Vign 2 - Im/Know/Bad,Vign 3 - Im/Ig/Bad,Vign 4 - Irr/Ig/Bad,Vign 5 - Irr/Ig/Good,Vign 6 - Im/Ig/Good,Vign 7 - Im/Ig/Bad,Vign 8 - Irr/Ig/Bad,Vign 9 - Irr/Ig/Good,Vign 10 - Irr/Ig/Bad,Vign 11 - Im/Ig/Good,Vign 12 - Irr/Know/Good,Vign 13 - Im/Ig/Bad,Vign 14 - Irr/Ig/Good,Vign 15 - Irr/Ig/Good,Vign 16 - Im/Know/Bad,39.98930359,-75.61199951,-1
R_RwOwXSWsHsuMkP7,Default Response Set,Anonymous,,,70.190.102.233,0,6/20/2017 16:29,6/20/2017 16:32,1,1,1,,,,,,,,,,,1,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,5,4,,,,,,,,,,,1,3,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,3,,,,,,1,4,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,5,,,,,,1,5,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,1,4,4,FL_111|FL_3|FL_73|FL_149|FL_100|FL_204|FL_168|FL_46|FL_138|FL_253|FL_344|FL_291|FL_215|FL_272|FL_310|FL_234,Vign 1 - Im/Know/Bad,Vign 2 - Irr/Know/Good,Vign 3 - Im/Know/Bad,Vign 4 - Im/Ig/Bad,Vign 5 - Im/Know/Good,Vign 6 - Irr/Ig/Bad,Vign 7 - Irr/Ig/Bad,Vign 8 - Irr/Ig/Bad,Vign 9 - Irr/Ig/Good,Vign 10 - Im/Ig/Good,Vign 11 - Im/Know/Good,Vign 12 - Irr/Know/Bad,Vign 13 - Irr/Ig/Bad,Vign 14 - Irr/Know/Bad,Vign 15 - Im/Ig/Good,Vign 16 - Irr/Ig/Bad,33.28520203,-112.0375977,-1
R_3JJmGcB2QzhrNjK,Default Response Set,Anonymous,,,72.185.154.63,0,6/20/2017 16:30,6/20/2017 16:33,1,1,1,1,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,4,,,,,,,,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,3,,,,,,,,,,,,,,,,,23,1,5,6,5,FL_310|FL_46|FL_204|FL_234|FL_3|FL_168|FL_344|FL_111|FL_73|FL_272|FL_149|FL_138|FL_253|FL_291|FL_215|FL_100,Vign 1 - Irr/Know/Bad,Vign 2 - Im/Ig/Bad,Vign 3 - Im/Know/Good,Vign 4 - Im/Know/Good,Vign 5 - Irr/Ig/Bad,Vign 6 - Irr/Ig/Bad,Vign 7 - Im/Ig/Bad,Vign 8 - Irr/Ig/Good,Vign 9 - Irr/Know/Good,Vign 10 - Im/Know/Bad,Vign 11 - Irr/Know/Bad,Vign 12 - Im/Ig/Bad,Vign 13 - Irr/Know/Bad,Vign 14 - Irr/Ig/Good,Vign 15 - Irr/Ig/Good,Vign 16 - Irr/Know/Good,28.05110168,-82.45069885,-1
R_26fMfWy7SYpQLfi,Default Response Set,Anonymous,,,174.50.131.86,0,6/20/2017 16:32,6/20/2017 16:34,1,1,1,,,,,,,,,,,1,6,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,4,4,,,,,,,,,,,,,,,,,,,,,1,4,4,7,7,,,,,,,,,,,,,,,,,,,,,1,4,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,4,7,1,7,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,4,4,,,,,,,,,,,,,,,,1,4,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,7,7,,,,,,,,,,,,,,,,,,,,,1,4,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,5,4,3,FL_149|FL_215|FL_204|FL_234|FL_100|FL_310|FL_253|FL_73|FL_138|FL_344|FL_111|FL_46|FL_3|FL_272|FL_291|FL_168,Vign 1 - Im/Know/Bad,Vign 2 - Im/Ig/Good,Vign 3 - Irr/Ig/Good,Vign 4 - Irr/Know/Good,Vign 5 - Im/Ig/Good,Vign 6 - Irr/Know/Good,Vign 7 - Irr/Ig/Bad,Vign 8 - Irr/Ig/Good,Vign 9 - Im/Ig/Bad,Vign 10 - Im/Know/Good,Vign 11 - Im/Ig/Good,Vign 12 - Irr/Know/Bad,Vign 13 - Irr/Know/Good,Vign 14 - Irr/Know/Bad,Vign 15 - Irr/Ig/Good,Vign 16 - Im/Know/Bad,37.67829895,-120.9501038,-1
R_3h9gNnANaBiWxnq,Default Response Set,Anonymous,,,98.110.31.64,0,6/20/2017 16:30,6/20/2017 16:35,1,1,1,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,5,4,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,1,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,28,1,5,5,6,FL_272|FL_168|FL_204|FL_73|FL_291|FL_46|FL_3|FL_234|FL_149|FL_111|FL_215|FL_253|FL_138|FL_100|FL_310|FL_344,Vign 1 - Irr/Ig/Bad,Vign 2 - Irr/Ig/Good,Vign 3 - Im/Ig/Good,Vign 4 - Irr/Ig/Bad,Vign 5 - Im/Ig/Bad,Vign 6 - Irr/Know/Good,Vign 7 - Irr/Know/Bad,Vign 8 - Irr/Ig/Bad,Vign 9 - Im/Ig/Bad,Vign 10 - Irr/Ig/Bad,Vign 11 - Im/Ig/Bad,Vign 12 - Im/Ig/Good,Vign 13 - Irr/Ig/Bad,Vign 14 - Im/Ig/Bad,Vign 15 - Im/Ig/Bad,Vign 16 - Im/Ig/Good,39.76150513,-75.12449646,-1
R_25ZKsYLVe0XSsLL,Default Response Set,Anonymous,,,174.22.222.204,0,6/20/2017 16:29,6/20/2017 16:35,1,1,1,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,7,7,,,,,,1,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,,,,,,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,,,,,,,,,,,,,,,,,21,2,5,4,7,FL_138|FL_73|FL_215|FL_204|FL_344|FL_253|FL_111|FL_291|FL_149|FL_3|FL_46|FL_168|FL_100|FL_272|FL_234|FL_310,Vign 1 - Irr/Know/Bad,Vign 2 - Im/Know/Good,Vign 3 - Im/Know/Good,Vign 4 - Im/Know/Good,Vign 5 - Irr/Know/Bad,Vign 6 - Im/Ig/Good,Vign 7 - Irr/Ig/Bad,Vign 8 - Im/Ig/Good,Vign 9 - Im/Know/Good,Vign 10 - Irr/Ig/Good,Vign 11 - Im/Know/Good,Vign 12 - Irr/Know/Bad,Vign 13 - Im/Know/Good,Vign 14 - Irr/Ig/Bad,Vign 15 - Im/Know/Good,Vign 16 - Irr/Know/Good,33.44880676,-111.8013992,-1
R_2fiGxrWz5ixI4Hc,Default Response Set,Anonymous,,,107.12.66.148,0,6/20/2017 16:31,6/20/2017 16:35,1,1,1,1,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,1,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,3,3,,,,,,,,,,,,,,,,1,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,24,2,5,4,7,FL_253|FL_291|FL_138|FL_46|FL_168|FL_344|FL_149|FL_111|FL_204|FL_310|FL_215|FL_272|FL_100|FL_73|FL_234|FL_3,Vign 1 - Irr/Know/Bad,Vign 2 - Im/Know/Good,Vign 3 - Im/Ig/Good,Vign 4 - Irr/Know/Bad,Vign 5 - Irr/Know/Good,Vign 6 - Im/Ig/Bad,Vign 7 - Irr/Know/Good,Vign 8 - Irr/Know/Bad,Vign 9 - Im/Ig/Good,Vign 10 - Im/Know/Good,Vign 11 - Irr/Ig/Good,Vign 12 - Irr/Ig/Bad,Vign 13 - Irr/Know/Good,Vign 14 - Irr/Know/Good,Vign 15 - Im/Know/Bad,Vign 16 - Im/Ig/Bad,34.22050476,-77.87020111,-1
