"ResponseID","age","gender","ethn","edu","ses"
"R_31HSg9ZM5FPePyp",33,1,5,4,6
"R_1dpqyE8BdQF4X75",40,1,5,4,8
"R_2bQrWSYhBD0HuST",44,2,5,4,5
"R_3JfqwKaE4PePo9U",41,1,5,5,5
"R_3kEYT2luFygqQ1d",52,1,5,5,4
"R_sw0cGXhTSVax4fD",23,1,5,5,5
"R_yvzh6UQd2pRvNXb",41,1,2,5,4
"R_2uIIwaGh1llFXuR",48,1,5,4,9
"R_uvRGtYys73QWcdH",39,2,3,6,5
"R_11jquzMFzWjESFW",26,2,5,4,7
"R_1jwAXUGqCuS2ock",23,1,5,2,7
"R_3CHQ1p0QHiMqvFo",32,1,2,5,4
"R_Z9VIvZCSHgOgLG9",40,2,2,2,5
"R_2B4ZTCpygVuRNqr",33,2,5,2,6
"R_3fwvAYzgXBrLvsH",32,2,5,5,6
"R_3PM1EyoGNMdVYy0",28,2,5,5,8
"R_etcB232jszARly9",24,1,5,2,7
"R_2e3uk3TGEYkX7Qq",24,1,5,5,5
"R_2fs6L7JSz1iOfza",28,1,2,3,7
"R_7QmF4nLRcnOtkhb",58,1,5,5,9
"R_3DhYdJnBOwEuCe9",23,1,2,4,8
"R_3ffs3bcBZF0HeaS",25,1,5,5,4
"R_2fy29xx7908zCeL",37,2,5,5,7
"R_1o0ZWZxh2DCPEFM",32,2,1,4,10
"R_Ufj6EeGO1FBoSfD",37,2,1,5,8
"R_AjJgoW9cSZ8Z0o9",29,2,1,2,8
"R_1mEE9DLXRYZaOmc",51,2,5,4,4
"R_2ZIUHJ9wUhAXwNO",23,2,5,4,5
"R_scxpV6GW8Jp3t4d",18,1,5,4,8
"R_vPP1fFHz4PW6Htf",29,1,1,5,7
"R_1QyizVAWr7eIYnU",24,1,1,2,9
"R_ALkk5Rq8q5NJp9T",40,2,5,4,8
"R_TmTCaVjDB3obPFf",22,2,5,4,4
"R_2xzqvReVGeFc07g",26,2,3,8,6
"R_qI2y9wyOLCVnXax",40,2,5,4,6
"R_usNT0WtBpTkg1I5",28,2,5,5,5
"R_3J4P3lymAXb8cON",29,1,5,5,6
"R_zVjG3rBLhGWvRXb",23,1,5,6,5
"R_OCFZVsTg0nDaBix",31,1,5,4,6
"R_1pLIihZ2wdzgoub",20,2,5,4,5
"R_3nAjEE7UhIAKYNv",41,1,5,5,4
"R_erhVNxzUVXI7RS1",22,1,3,4,7
"R_1DpaTWkVSl9MErs",29,1,3,5,7
"R_1fiMJdeD3xaYJeh",21,1,1,4,7
"R_3dMMDDz0fd9dKQD",21,2,5,4,5
"R_1q8w8DWAIWcS11N",35,2,5,5,9
"R_4U5c0uN6SNpJLoZ",26,1,2,5,8
"R_3GxC7iAI3Qe8bl8",47,1,5,8,4
"R_2zD68OZwfgGflh2",26,2,5,3,8
"R_3CBmE97Gms0P2vn",22,2,5,4,6
"R_1flNHBtmZzia2FW",27,1,3,5,8
"R_PM0ng0sV7nWX7oZ",40,2,5,5,6
"R_2YY6bvFyEmbWe8Z",38,1,5,5,6
"R_3NxmdirvuFcnA58",29,1,5,5,9
"R_cNgCYQyIA5rUVO1",44,1,5,4,7
"R_268rHoZsZdTOUsF",25,2,5,3,7
"R_3qBAh02da8ESuvT",43,2,5,2,7
"R_1RMqDLiWyjgq9EJ",33,1,1,5,5
"R_3HpkIPaLhN9cXDS",59,1,5,5,7
"R_2VL2sQUBVXP0q74",59,2,5,6,6
"R_3OdAvnk4j9sN0lz",26,NA,2,4,6
"R_YPpok7mdvxT8PG9",40,1,5,5,4
"R_1mnqPv13Ys5GQwm",1984,2,5,4,6
"R_d7h8lRMjhqa6chj",23,1,5,6,4
