"subj","key","value","quest","vign","cond","norm","knowledge","outcome"
"R_3hgRQu2g3Pz7B5B","RAT1.RKG","4","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_2wRFEXEXwSLe24f","RAT1.RKG","5","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_3po36aIE81qzB29","RAT1.RKG","5","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_7OFtXJlSTRWI8fL","RAT1.RKG","3","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_33kkkhLBam1S6pm","RAT1.RKG","5","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_1prGWKRTFrK96cC","RAT1.RKG","3","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_6MtqNC0dygQS5I5","RAT1.RKG","7","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_2z6C3H6ziUkTYb4","RAT1.RKG","1","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_27wHjTGw5QIVd3S","RAT1.RKG","3","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_1ig7ZAwQVlqA8k6","RAT1.RKG","2","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_1DGAWWMOjztPDSV","RAT1.RKG","1","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_3IWhbP0bgUtdAHa","RAT1.RKG","2","Rationaliity","1","RKG","Rational","Knowledge","Good Outcome"
"R_1hFpJO86VERnx5F","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_yQ5aBury4JVYJY5","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_1hSz0Jm1UlkYLv3","MOR1.RIG","4","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_DSqMywX85A4m4wN","MOR1.RIG","2","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_2E5nKKuoxcOOe55","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_O9l03sKDyYPQR1L","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_becyCsTdXEcUuU9","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_V4J6BIXwRTnACBj","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_UMFIGTr6BLH2Qal","MOR1.RIG","7","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_1nUCbhkBuDSPQZb","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_2AYi3BxnEZfqpZK","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_1OBnPYMt6qgk5bm","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_3nfrl4lwiRmjrbK","MOR1.RIG","2","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_XXS7n0tnh79dTe9","MOR1.RIG","2","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_129EicnzW5N4gT2","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_1QF5ePps1pJim3v","MOR1.RIG","4","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_xbICNVUV6i3EwSd","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_12FH9deST9sEEEp","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_2c1T9PYxBKcBRzv","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_Y3URb6BAYWwxw8F","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_2fBaVreqDqBruXh","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_12liuamNAMTTASg","MOR1.RIG","2","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_3NWoJHQmhRAQrD8","MOR1.RIG","7","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_1I6IiMnHYC4bc9o","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_3hbCIAeeJzdgmjJ","MOR1.RIG","1","Morality","1","RIG","Rational","Ignorance","Good Outcome"
"R_1hFpJO86VERnx5F","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_yQ5aBury4JVYJY5","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_1hSz0Jm1UlkYLv3","RAT1.RIG","5","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_DSqMywX85A4m4wN","RAT1.RIG","2","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_2E5nKKuoxcOOe55","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_O9l03sKDyYPQR1L","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_becyCsTdXEcUuU9","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_V4J6BIXwRTnACBj","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_UMFIGTr6BLH2Qal","RAT1.RIG","7","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_1nUCbhkBuDSPQZb","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_2AYi3BxnEZfqpZK","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_1OBnPYMt6qgk5bm","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_3nfrl4lwiRmjrbK","RAT1.RIG","2","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_XXS7n0tnh79dTe9","RAT1.RIG","3","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_129EicnzW5N4gT2","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_1QF5ePps1pJim3v","RAT1.RIG","4","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_xbICNVUV6i3EwSd","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_12FH9deST9sEEEp","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_2c1T9PYxBKcBRzv","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_Y3URb6BAYWwxw8F","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_2fBaVreqDqBruXh","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_12liuamNAMTTASg","RAT1.RIG","2","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_3NWoJHQmhRAQrD8","RAT1.RIG","7","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_1I6IiMnHYC4bc9o","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_3hbCIAeeJzdgmjJ","RAT1.RIG","1","Rationaliity","1","RIG","Rational","Ignorance","Good Outcome"
"R_2BaE06eFVQCbqBt","MOR1.MKG","5","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_77YMSCwDHQBtynf","MOR1.MKG","3","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_10CLRuXIHceFlgX","MOR1.MKG","3","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_3irFzIpUee1oyIw","MOR1.MKG","6","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2f7Cpx4ZrV14c3I","MOR1.MKG","5","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_1f3H1Spo60suIcB","MOR1.MKG","2","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_UGUiTpKFBX58nqV","MOR1.MKG","4","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_27eRaPtZVEaHpMy","MOR1.MKG","8","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_3lQv6eHNRtQbYl7","MOR1.MKG","6","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2EjjvYLoRIIqCBq","MOR1.MKG","5","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_1jTIkuunUX6Tldu","MOR1.MKG","5","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_3Jruot2HTrZQbGh","MOR1.MKG","4","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2dyzltpiZ1UPAWU","MOR1.MKG","3","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_3Etd67tIHFIwR1n","MOR1.MKG","6","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_DePtS0yjSvFotVv","MOR1.MKG","3","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_20NV06kFNyxmdFA","MOR1.MKG","4","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_3qqfC3A0Yin144U","MOR1.MKG","4","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_1eFPnIDqZ5wkA2i","MOR1.MKG","5","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2D7GOZXVcjokPUR","MOR1.MKG","4","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2TGl5rAxFg4Ja9n","MOR1.MKG","6","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_eEc8NFvfssWnOUh","MOR1.MKG","3","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_3h4nff7B6R88rHr","MOR1.MKG","1","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2tLu9ls2YYb7lab","MOR1.MKG","5","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2rDypkftVvoLaqc","MOR1.MKG","6","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2BqzFPGiuVehjZi","MOR1.MKG","6","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_27wl9xEnemWuTXg","MOR1.MKG","3","Morality","1","MKG","Moral","Knowledge","Good Outcome"
"R_2BaE06eFVQCbqBt","RAT1.MKG","4","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_77YMSCwDHQBtynf","RAT1.MKG","2","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_10CLRuXIHceFlgX","RAT1.MKG","4","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_3irFzIpUee1oyIw","RAT1.MKG","6","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2f7Cpx4ZrV14c3I","RAT1.MKG","2","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_1f3H1Spo60suIcB","RAT1.MKG","3","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_UGUiTpKFBX58nqV","RAT1.MKG","2","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_27eRaPtZVEaHpMy","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_3lQv6eHNRtQbYl7","RAT1.MKG","3","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2EjjvYLoRIIqCBq","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_1jTIkuunUX6Tldu","RAT1.MKG","2","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_3Jruot2HTrZQbGh","RAT1.MKG","5","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2dyzltpiZ1UPAWU","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_3Etd67tIHFIwR1n","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_DePtS0yjSvFotVv","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_20NV06kFNyxmdFA","RAT1.MKG","4","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_3qqfC3A0Yin144U","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_1eFPnIDqZ5wkA2i","RAT1.MKG","8","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2D7GOZXVcjokPUR","RAT1.MKG","3","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2TGl5rAxFg4Ja9n","RAT1.MKG","2","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_eEc8NFvfssWnOUh","RAT1.MKG","3","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_3h4nff7B6R88rHr","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2tLu9ls2YYb7lab","RAT1.MKG","2","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2rDypkftVvoLaqc","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_2BqzFPGiuVehjZi","RAT1.MKG","6","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_27wl9xEnemWuTXg","RAT1.MKG","1","Rationaliity","1","MKG","Moral","Knowledge","Good Outcome"
"R_DdZydKsZFZ7vRkd","MOR1.MIG","8","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_1gLyO0SlHXS3vKs","MOR1.MIG","4","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_3oMfMZATScx3dLo","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_2P7n2kkR8AWqwbA","MOR1.MIG","3","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_8doNoWWh9PSxA8p","MOR1.MIG","6","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_tXtI1MKEITZSY8N","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_8oXnAAFcxaK83vz","MOR1.MIG","4","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_3OcVOM5Ujy545zh","MOR1.MIG","4","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_1OHqE9UmAFBJb5B","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_3dEoUSu6qECFvKn","MOR1.MIG","2","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_1HqI9csHbUabml7","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_2Qml6F0sgElV2vJ","MOR1.MIG","2","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_afxGr8OkWrqX7ON","MOR1.MIG","6","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_2ygslxE9KKB0U5t","MOR1.MIG","4","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_1BRbkIKchPFswGs","MOR1.MIG","8","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_u1vCx4a5in54gMx","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_25MdM1HSJrETCFT","MOR1.MIG","2","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_tE79OZEDTUawN2N","MOR1.MIG","8","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_2Cq3QWBzV1OPZyN","MOR1.MIG","2","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_01bV1iz8tBW0JP3","MOR1.MIG","2","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_2q4odT6h4hmmx0T","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_1n6LaBHx5MNpBYY","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_2e2N00EI0ckZAA6","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_29vl5hKOgc7nM6t","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_1GTFKbJ96SZThf1","MOR1.MIG","1","Morality","1","MIG","Moral","Ignorance","Good Outcome"
"R_DdZydKsZFZ7vRkd","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_1gLyO0SlHXS3vKs","RAT1.MIG","8","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_3oMfMZATScx3dLo","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_2P7n2kkR8AWqwbA","RAT1.MIG","2","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_8doNoWWh9PSxA8p","RAT1.MIG","4","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_tXtI1MKEITZSY8N","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_8oXnAAFcxaK83vz","RAT1.MIG","5","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_3OcVOM5Ujy545zh","RAT1.MIG","8","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_1OHqE9UmAFBJb5B","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_3dEoUSu6qECFvKn","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_1HqI9csHbUabml7","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_2Qml6F0sgElV2vJ","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_afxGr8OkWrqX7ON","RAT1.MIG","6","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_2ygslxE9KKB0U5t","RAT1.MIG","3","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_1BRbkIKchPFswGs","RAT1.MIG","2","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_u1vCx4a5in54gMx","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_25MdM1HSJrETCFT","RAT1.MIG","2","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_tE79OZEDTUawN2N","RAT1.MIG","8","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_2Cq3QWBzV1OPZyN","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_01bV1iz8tBW0JP3","RAT1.MIG","2","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_2q4odT6h4hmmx0T","RAT1.MIG","8","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_1n6LaBHx5MNpBYY","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_2e2N00EI0ckZAA6","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_29vl5hKOgc7nM6t","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_1GTFKbJ96SZThf1","RAT1.MIG","1","Rationaliity","1","MIG","Moral","Ignorance","Good Outcome"
"R_1GNckx8iR0MyB53","MOR2.RKB","6","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_0vU5wieIFCrPRIZ","MOR2.RKB","3","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1gLyO0SlHXS3vKs","MOR2.RKB","2","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3gYMp48vyvxcl3v","MOR2.RKB","2","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3oMfMZATScx3dLo","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1hSz0Jm1UlkYLv3","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_yNJqQLUiI0ZYfpn","MOR2.RKB","1","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_8oXnAAFcxaK83vz","MOR2.RKB","5","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1jTIkuunUX6Tldu","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3hsEcL8K61hnh9l","MOR2.RKB","1","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_2dLOdsJqKhVH80Q","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_PMuEbnPTxf87rYR","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1nUCbhkBuDSPQZb","MOR2.RKB","1","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3j2911pazmJqBQY","MOR2.RKB","3","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1qW17ExgKE43t1L","MOR2.RKB","3","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1mpYMLn3bHMBNJ6","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3NO47xvvycbvzBG","MOR2.RKB","1","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1eFPnIDqZ5wkA2i","MOR2.RKB","4","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_25MdM1HSJrETCFT","MOR2.RKB","2","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_5n0pcMbiqjK1h8B","MOR2.RKB","4","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_25DUqlbL8SGqIxj","MOR2.RKB","4","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_2TGl5rAxFg4Ja9n","MOR2.RKB","5","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3NWoJHQmhRAQrD8","MOR2.RKB","4","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3Ge8Mw7q22SmTYJ","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1GTFKbJ96SZThf1","MOR2.RKB","7","Morality","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1GNckx8iR0MyB53","RAT2.RKB","6","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_0vU5wieIFCrPRIZ","RAT2.RKB","3","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1gLyO0SlHXS3vKs","RAT2.RKB","6","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3gYMp48vyvxcl3v","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3oMfMZATScx3dLo","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1hSz0Jm1UlkYLv3","RAT2.RKB","6","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_yNJqQLUiI0ZYfpn","RAT2.RKB","1","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_8oXnAAFcxaK83vz","RAT2.RKB","5","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1jTIkuunUX6Tldu","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3hsEcL8K61hnh9l","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_2dLOdsJqKhVH80Q","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_PMuEbnPTxf87rYR","RAT2.RKB","5","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1nUCbhkBuDSPQZb","RAT2.RKB","4","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3j2911pazmJqBQY","RAT2.RKB","5","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1qW17ExgKE43t1L","RAT2.RKB","4","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1mpYMLn3bHMBNJ6","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3NO47xvvycbvzBG","RAT2.RKB","4","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1eFPnIDqZ5wkA2i","RAT2.RKB","6","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_25MdM1HSJrETCFT","RAT2.RKB","3","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_5n0pcMbiqjK1h8B","RAT2.RKB","6","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_25DUqlbL8SGqIxj","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_2TGl5rAxFg4Ja9n","RAT2.RKB","3","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3NWoJHQmhRAQrD8","RAT2.RKB","6","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3Ge8Mw7q22SmTYJ","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_1GTFKbJ96SZThf1","RAT2.RKB","7","Rationaliity","2","RKB","Rational","Knowledge","Bad Outcome"
"R_3kAQU2kSpWeSWAs","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_RWZqZe6IB87Zd1n","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_O9l03sKDyYPQR1L","MOR2.RIB","5","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_becyCsTdXEcUuU9","MOR2.RIB","4","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_qQIhaR6uiDnK1vH","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_1laYtVxtoX1Y33F","MOR2.RIB","3","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_2EjjvYLoRIIqCBq","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_1q9FXqVDkncqZdx","MOR2.RIB","7","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_YYKKu3bxNR3uiM9","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_2AYi3BxnEZfqpZK","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_1jfW2S5n2k71h1f","MOR2.RIB","6","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_3nfrl4lwiRmjrbK","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_3hgRQu2g3Pz7B5B","MOR2.RIB","7","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_1hZpo9MgTVK15uZ","MOR2.RIB","7","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_1QF5ePps1pJim3v","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_1BRbkIKchPFswGs","MOR2.RIB","5","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_3GfyJpTBwVugnJb","MOR2.RIB","5","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_2c1T9PYxBKcBRzv","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_Y3URb6BAYWwxw8F","MOR2.RIB","5","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_27wHjTGw5QIVd3S","MOR2.RIB","5","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_2xKtmkxYUNToyYr","MOR2.RIB","5","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_8filTUw4nwyQyat","MOR2.RIB","1","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
"R_2e2N00EI0ckZAA6","MOR2.RIB","5","Morality","2","RIB","Rational","Ignorance","Bad Outcome"
