"ResponseID","age","gender","ethn","edu","ses"
"R_1OPK4T2C7MhZk6U",23,1,5,4,6
"R_1Q4uEktj55KDhzb",30,1,5,5,7
"R_3JEhmuK87kLkPFL",40,1,5,4,5
"R_3gZ5FnxZ8ETqMGq",39,1,2,4,8
"R_10vX9T52oPWrTLJ",34,1,5,4,6
"R_1yQuwM4zOo4dJ3b",29,1,5,5,5
"R_2pQ7O3y4jPY96s3",69,1,5,4,8
"R_sZreUobYOytPAOJ",61,2,5,8,5
"R_9WVgRxGzYl020qR",44,1,5,6,4
"R_1PTT7UhdFcvEKmy",55,2,5,5,8
"R_BM1ZuHybXwizrvr",25,2,5,2,10
"R_32RYhYLGMP6HwHw",28,1,5,4,8
"R_cNnY3VvHshfc21r",30,1,5,2,8
"R_1g79WCSHXjX1Oum",33,2,5,3,8
"R_3PsLGup4vkughbJ",25,1,5,5,6
"R_3er8NGLub9PKygR",31,2,5,5,6
"R_xlJn1owsf7H4bYJ",40,1,5,5,5
"R_2tfIYrx749HK8CG",35,1,5,5,5
"R_cMSuiMRDel77KBb",24,1,3,8,8
"R_2VsgswxaN9tTlHn",24,2,5,4,4
"R_21bI4ZZiA3PtlbD",32,1,5,4,5
"R_2huctdogELfUrzr",33,2,5,4,7
"R_2R9fFweRIrjjvfm",30,1,5,2,8
"R_1FRtHoVcApPfjiM",34,2,5,5,9
"R_1kHdFYJwzb06Ex5",24,1,1,5,1
"R_24B23RNPE8oUKnE",24,2,5,5,9
"R_qW5IyYGRImDyiEV",30,1,2,4,6
"R_qWxcgLnJWQRYXD3",30,2,5,3,5
"R_ABrk0eHbrCeYYN3",30,2,5,4,8
"R_DOBeWdlEkhBgOAx",22,1,5,4,10
"R_20SAgMOTG6HiO2U",59,2,5,3,7
"R_6F1S3JjuQqvIUFP",38,2,1,4,8
"R_SIAQASYqIuxVDxL",32,2,5,5,5
"R_2uwxgqTXiofdep5",38,1,2,2,8
"R_3gSZJBI6KHBPEV1",44,1,6,3,9
"R_WAO9kbOa95vEg7f",43,2,5,5,6
"R_1eWv2WjPJTy8MF2",28,1,5,4,7
"R_r9B1eOLRtjW35Xb",31,1,5,4,8
"R_2cjU8rp151bTQwU",35,1,5,6,8
"R_3hmfrCT3qgMGaw2",38,1,5,6,6
"R_DtO9oubikR5IdAl",34,2,5,4,8
"R_1QrowfcYKg51Keg",30,1,3,5,8
"R_3isc8N8zrArMolr",24,1,2,5,7
"R_1CdoRpQleaXI3VH",35,1,5,5,6
"R_Amt9Sdjudt252Qp",33,2,3,5,5
"R_C1i0rdteKNUEuC5",26,2,5,3,4
"R_29mnmtAbEKgctEK",32,2,5,5,7
"R_12uqGUOWaJ4H6y2",36,2,5,5,5
"R_3lGJifwXCX32Woh",35,2,1,4,7
"R_1jqToYreXLlQK9Q",38,2,5,5,4
"R_1d6L5VGaQgiaKR2",38,2,5,4,5
"R_1nUSaL4IdtOVUUF",30,1,5,5,6
"R_3IQ5KJYT3Mwl0hl",48,2,5,4,7
"R_VILXAlcSyziRWbD",26,1,3,4,6
"R_1IshVKNKN1LgoEP",30,1,5,5,4
"R_31QvDFlole4FKf1",35,2,5,4,8
"R_10A9Sh44pk6Cfwx",45,2,5,4,5
"R_2SpDzSMAuiBfIzm",33,1,5,4,7
"R_esNTPe1gGUGLn1P",53,2,5,5,8
"R_3sz7mcWGzdi3lL6",23,1,2,5,8
"R_3hsjgTRmjJbVnSy",32,1,3,5,8
"R_3qKZVz0OqqpWkbb",26,2,5,3,8
"R_3lVVu8jKcFBYfct",39,1,5,5,5
"R_3iQ2uFmgUVAMYhS",40,2,5,4,1
"R_2DNTT8UC7LmQQ6g",28,1,5,4,8
"R_3PgZdRYgH3xkE6p",45,1,5,4,8
"R_3lyOTCGOWe6OkvL",58,2,5,5,5
"R_rpfI4aHaCJx46Tn",64,2,1,4,5
"R_3gTt6IDanmfB19b",32,1,5,2,8
"R_3smLuaBwoGVnZ6l",25,1,5,4,5
"R_2arz4qxo4Baj1Sh",42,1,5,5,6
"R_2AEvrCWHyDaqQGW",37,1,5,6,5
"R_r0Frma5r7H9iDfP",34,1,5,6,6
"R_2zLQcLTZqcn8rk0",28,2,5,5,6
"R_2VEC0273mQxcWbq",24,1,5,2,8
"R_0oKFDodUqoeqoyB",40,2,2,2,6
"R_22t8qaFSNOW6NaY",31,1,5,5,5
"R_2Bs2OJTQ9pd2DFU",37,2,5,5,5
"R_2QRK0cLaIiK4FuW",41,2,5,4,6
"R_2Yujt1CjcDmoITT",35,1,3,5,4
"R_8D3XIqs3yIUMlz3",23,1,5,4,7
"R_A0uXMRmVe1Ivslz",28,2,5,3,7
"R_1mJgjKIrGA3czPW",43,1,5,3,8
"R_26aPTh9Gercv8Qr",34,2,5,5,7
"R_uq9GmqjJUiccgXD",26,1,5,2,8
"R_2rCPbs9JTGQBr7r",24,1,5,4,7
"R_3Lejh1X7VLYJzFx",53,2,6,6,6
"R_WBWvbEjSABZO7Dz",35,2,6,6,5
"R_7WllRKNyTuIG7QJ",29,1,5,4,8
"R_2Xilbtw1C0b1a1V",29,1,3,5,6
"R_1Q5vGTFnvCUH0ci",34,2,5,4,9
"R_20NbRXnF8gDaVxw",27,1,5,5,4
"R_3PRxXiFanpRuuUd",36,2,2,2,6
"R_3GddkzmJEQ2WGIi",30,2,1,4,7
"R_3qqIQqWcBt9sUBH",34,1,5,4,5
"R_AdkC4SpPBDqEEa5",55,2,5,3,6
"R_vrbxBSNlMdLfVcJ",36,2,5,2,8
"R_1Qh1a5kI4qY3GR6",23,2,5,4,6
"R_232DP1M0SBEVBPI",36,1,5,3,5
"R_1DwKCdiqp01vqnm",37,1,5,5,5
"R_117KJMGbhP4kjhM",44,2,5,4,8
"R_3Ja4CAfRxzZya2V",25,1,2,5,8
"R_qFnm0Hn6XktUxTH",48,2,5,4,5
"R_3lM6RRKWXDncxpV",43,2,5,4,7
"R_2VvC2xLg94Bhj4w",33,1,5,6,5
"R_2viUaPPHtmxjlJh",33,2,5,5,6
"R_2E3Sf1eabVPNIOa",52,2,5,2,8
"R_3QKIU2vb5Bbxbzz",28,2,5,2,9
"R_1K7lJXp9KsEtpHv",23,2,5,2,10
"R_T7TBXbVlOp1xv7X",21,2,5,4,9
"R_8wsGTZ9mjV5I1Mt",23,2,5,4,9
"R_7R37HsxcVJrVmqB",42,2,5,5,6
"R_vcojCNrIffrYfCN",28,1,5,2,6
"R_3IbGjoZ8ghvyRLM",28,2,3,5,5
"R_2AZERoMQvlU7h9H",44,2,5,5,6
"R_3qkRM6NEe9FKRsH",39,2,5,4,8
"R_AoNTi0LvJ8JhHHP",28,1,5,5,6
"R_1IyARULBdLXQsiE",46,1,5,5,5
"R_1FPSl5PEjkbySIN",32,2,5,5,8
"R_CkKeHsPMkW6QDWF",30,1,5,5,4
"R_tGRkiKDkkvWJ93r",30,2,5,4,6
"R_1Qg852HQQx1vtOy",31,2,5,5,4
"R_2VJGRZcGjaSWdUN",28,1,6,4,8
"R_2zj86hFTqo01dmO",32,1,1,5,6
"R_3FVyUUwUXjhlkjh",31,2,2,5,5
"R_1QhKOwI30KI1xeF",28,2,5,3,5
"R_1IMcijtD842i3aC",47,2,5,5,4
"R_ZlQUcyoFaUqqmd3",42,1,5,4,7
"R_3mgJhsaf37ZYsje",28,1,2,5,8
"R_xDwF4DqsMfNgcPn",32,1,2,5,7
"R_3Kon1jEqQzgGuVB",24,2,3,4,8
"R_2VfQOAxxT4qdLhH",32,1,5,6,4
"R_1gGdR3WedEy1k7m",52,1,5,3,9
"R_2CevzaEKHQAo5RF",24,2,5,2,9
