"subj","condCode","response","question","condition","norm","knowledge","outcome","scenario"
"R_3Kon1jEqQzgGuVB","cfcon01.RKG",2,"Counterfactual","RKG","Rational","Knowledge","Good","01"
"R_2dmV8ojWzFBuwiN","modal01.RIG",2,"Modal","RIG","Rational","Ignorance","Good","01"
"R_PA0t9g6GuqSq0TL","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3dGOW8YWTwvPThc","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_1hA0IsvBHxVRavp","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3ikURr3SIES6E2A","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_12x7nwOFtxtrjBa","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3I6pW4s1kg4iYh9","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_etGXYThtTJLdMPf","modal01.RIG",5,"Modal","RIG","Rational","Ignorance","Good","01"
"R_2uO3aCdEYJpowbT","modal01.RIG",2,"Modal","RIG","Rational","Ignorance","Good","01"
"R_10vX9T52oPWrTLJ","modal01.RIG",2,"Modal","RIG","Rational","Ignorance","Good","01"
"R_32RYhYLGMP6HwHw","modal01.RIG",2,"Modal","RIG","Rational","Ignorance","Good","01"
"R_DOBeWdlEkhBgOAx","modal01.RIG",3,"Modal","RIG","Rational","Ignorance","Good","01"
"R_6F1S3JjuQqvIUFP","modal01.RIG",4,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3lGJifwXCX32Woh","modal01.RIG",2,"Modal","RIG","Rational","Ignorance","Good","01"
"R_1nUSaL4IdtOVUUF","modal01.RIG",2,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3sz7mcWGzdi3lL6","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3lyOTCGOWe6OkvL","modal01.RIG",2,"Modal","RIG","Rational","Ignorance","Good","01"
"R_2VEC0273mQxcWbq","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_26aPTh9Gercv8Qr","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_1Q5vGTFnvCUH0ci","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3lM6RRKWXDncxpV","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_1K7lJXp9KsEtpHv","modal01.RIG",6,"Modal","RIG","Rational","Ignorance","Good","01"
"R_T7TBXbVlOp1xv7X","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_8wsGTZ9mjV5I1Mt","modal01.RIG",4,"Modal","RIG","Rational","Ignorance","Good","01"
"R_3FVyUUwUXjhlkjh","modal01.RIG",1,"Modal","RIG","Rational","Ignorance","Good","01"
"R_2VfQOAxxT4qdLhH","modal01.RIG",6,"Modal","RIG","Rational","Ignorance","Good","01"
"R_2dmV8ojWzFBuwiN","cfcon01.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_PA0t9g6GuqSq0TL","cfcon01.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3dGOW8YWTwvPThc","cfcon01.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_1hA0IsvBHxVRavp","cfcon01.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3ikURr3SIES6E2A","cfcon01.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_12x7nwOFtxtrjBa","cfcon01.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3I6pW4s1kg4iYh9","cfcon01.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_etGXYThtTJLdMPf","cfcon01.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_2uO3aCdEYJpowbT","cfcon01.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_10vX9T52oPWrTLJ","cfcon01.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_32RYhYLGMP6HwHw","cfcon01.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_DOBeWdlEkhBgOAx","cfcon01.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_6F1S3JjuQqvIUFP","cfcon01.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3lGJifwXCX32Woh","cfcon01.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_1nUSaL4IdtOVUUF","cfcon01.RIG",6,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3sz7mcWGzdi3lL6","cfcon01.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3lyOTCGOWe6OkvL","cfcon01.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_2VEC0273mQxcWbq","cfcon01.RIG",3,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_26aPTh9Gercv8Qr","cfcon01.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_1Q5vGTFnvCUH0ci","cfcon01.RIG",2,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3lM6RRKWXDncxpV","cfcon01.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_1K7lJXp9KsEtpHv","cfcon01.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_T7TBXbVlOp1xv7X","cfcon01.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_8wsGTZ9mjV5I1Mt","cfcon01.RIG",5,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_3FVyUUwUXjhlkjh","cfcon01.RIG",4,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_2VfQOAxxT4qdLhH","cfcon01.RIG",1,"Counterfactual","RIG","Rational","Ignorance","Good","01"
"R_2dmqWK2SOVEa2zA","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_2alavD66UIuSWb5","modal01.MKG",5,"Modal","MKG","Moral","Knowledge","Good","01"
"R_1QF7CJB3xYH1Icq","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_1prmtLLJVr1Hf5g","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_3fK27biGknih0jm","modal01.MKG",2,"Modal","MKG","Moral","Knowledge","Good","01"
"R_0wY7sC3OQrERB17","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_sZreUobYOytPAOJ","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_2VsgswxaN9tTlHn","modal01.MKG",2,"Modal","MKG","Moral","Knowledge","Good","01"
"R_2R9fFweRIrjjvfm","modal01.MKG",2,"Modal","MKG","Moral","Knowledge","Good","01"
"R_qWxcgLnJWQRYXD3","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_20SAgMOTG6HiO2U","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_WAO9kbOa95vEg7f","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_1eWv2WjPJTy8MF2","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_C1i0rdteKNUEuC5","modal01.MKG",3,"Modal","MKG","Moral","Knowledge","Good","01"
"R_1jqToYreXLlQK9Q","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_10A9Sh44pk6Cfwx","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_2SpDzSMAuiBfIzm","modal01.MKG",2,"Modal","MKG","Moral","Knowledge","Good","01"
"R_r0Frma5r7H9iDfP","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_2Yujt1CjcDmoITT","modal01.MKG",7,"Modal","MKG","Moral","Knowledge","Good","01"
"R_1Qh1a5kI4qY3GR6","modal01.MKG",4,"Modal","MKG","Moral","Knowledge","Good","01"
"R_1DwKCdiqp01vqnm","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_3Ja4CAfRxzZya2V","modal01.MKG",4,"Modal","MKG","Moral","Knowledge","Good","01"
"R_1IyARULBdLXQsiE","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_CkKeHsPMkW6QDWF","modal01.MKG",2,"Modal","MKG","Moral","Knowledge","Good","01"
"R_ZlQUcyoFaUqqmd3","modal01.MKG",1,"Modal","MKG","Moral","Knowledge","Good","01"
"R_2dmqWK2SOVEa2zA","cfcon01.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_2alavD66UIuSWb5","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_1QF7CJB3xYH1Icq","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_1prmtLLJVr1Hf5g","cfcon01.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_3fK27biGknih0jm","cfcon01.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_0wY7sC3OQrERB17","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_sZreUobYOytPAOJ","cfcon01.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_2VsgswxaN9tTlHn","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_2R9fFweRIrjjvfm","cfcon01.MKG",4,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_qWxcgLnJWQRYXD3","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_20SAgMOTG6HiO2U","cfcon01.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_WAO9kbOa95vEg7f","cfcon01.MKG",7,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_1eWv2WjPJTy8MF2","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_C1i0rdteKNUEuC5","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_1jqToYreXLlQK9Q","cfcon01.MKG",5,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_10A9Sh44pk6Cfwx","cfcon01.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_2SpDzSMAuiBfIzm","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_r0Frma5r7H9iDfP","cfcon01.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_2Yujt1CjcDmoITT","cfcon01.MKG",4,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_1Qh1a5kI4qY3GR6","cfcon01.MKG",6,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_1DwKCdiqp01vqnm","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_3Ja4CAfRxzZya2V","cfcon01.MKG",5,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_1IyARULBdLXQsiE","cfcon01.MKG",3,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_CkKeHsPMkW6QDWF","cfcon01.MKG",2,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_ZlQUcyoFaUqqmd3","cfcon01.MKG",1,"Counterfactual","MKG","Moral","Knowledge","Good","01"
"R_aXEiArnwBQgF1EB","modal01.MIG",3,"Modal","MIG","Moral","Ignorance","Good","01"
"R_0dhbjUrTCtAtXMd","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_1eFR8vCjQSfiWkR","modal01.MIG",2,"Modal","MIG","Moral","Ignorance","Good","01"
"R_3MJRtGtKeUrs8NH","modal01.MIG",6,"Modal","MIG","Moral","Ignorance","Good","01"
"R_2PAKvIZqAYoNLi1","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_2cvY0q0ayCid5Uq","modal01.MIG",5,"Modal","MIG","Moral","Ignorance","Good","01"
"R_3KJBZQUIuTjlI9w","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_1OPK4T2C7MhZk6U","modal01.MIG",6,"Modal","MIG","Moral","Ignorance","Good","01"
"R_1yQuwM4zOo4dJ3b","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_2huctdogELfUrzr","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_qW5IyYGRImDyiEV","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_ABrk0eHbrCeYYN3","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_2cjU8rp151bTQwU","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_1QrowfcYKg51Keg","modal01.MIG",2,"Modal","MIG","Moral","Ignorance","Good","01"
"R_1CdoRpQleaXI3VH","modal01.MIG",2,"Modal","MIG","Moral","Ignorance","Good","01"
"R_VILXAlcSyziRWbD","modal01.MIG",7,"Modal","MIG","Moral","Ignorance","Good","01"
"R_3hsjgTRmjJbVnSy","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_3gTt6IDanmfB19b","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_3smLuaBwoGVnZ6l","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_A0uXMRmVe1Ivslz","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_2rCPbs9JTGQBr7r","modal01.MIG",5,"Modal","MIG","Moral","Ignorance","Good","01"
"R_3GddkzmJEQ2WGIi","modal01.MIG",1,"Modal","MIG","Moral","Ignorance","Good","01"
"R_232DP1M0SBEVBPI","modal01.MIG",2,"Modal","MIG","Moral","Ignorance","Good","01"
"R_tGRkiKDkkvWJ93r","modal01.MIG",2,"Modal","MIG","Moral","Ignorance","Good","01"
"R_2VJGRZcGjaSWdUN","modal01.MIG",3,"Modal","MIG","Moral","Ignorance","Good","01"
"R_aXEiArnwBQgF1EB","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_0dhbjUrTCtAtXMd","cfcon01.MIG",6,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_1eFR8vCjQSfiWkR","cfcon01.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_3MJRtGtKeUrs8NH","cfcon01.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_2PAKvIZqAYoNLi1","cfcon01.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_2cvY0q0ayCid5Uq","cfcon01.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_3KJBZQUIuTjlI9w","cfcon01.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_1OPK4T2C7MhZk6U","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_1yQuwM4zOo4dJ3b","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_2huctdogELfUrzr","cfcon01.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_qW5IyYGRImDyiEV","cfcon01.MIG",4,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_ABrk0eHbrCeYYN3","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_2cjU8rp151bTQwU","cfcon01.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_1QrowfcYKg51Keg","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_1CdoRpQleaXI3VH","cfcon01.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_VILXAlcSyziRWbD","cfcon01.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_3hsjgTRmjJbVnSy","cfcon01.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_3gTt6IDanmfB19b","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_3smLuaBwoGVnZ6l","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_A0uXMRmVe1Ivslz","cfcon01.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_2rCPbs9JTGQBr7r","cfcon01.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_3GddkzmJEQ2WGIi","cfcon01.MIG",1,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_232DP1M0SBEVBPI","cfcon01.MIG",2,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_tGRkiKDkkvWJ93r","cfcon01.MIG",3,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_2VJGRZcGjaSWdUN","cfcon01.MIG",5,"Counterfactual","MIG","Moral","Ignorance","Good","01"
"R_W6elBmY4AViabeh","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_3ikURr3SIES6E2A","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_3j06XDAEQQt4jr7","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_1Q4uEktj55KDhzb","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_3gZ5FnxZ8ETqMGq","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_10vX9T52oPWrTLJ","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_sZreUobYOytPAOJ","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_cNnY3VvHshfc21r","modal02.RKB",4,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_1g79WCSHXjX1Oum","modal02.RKB",3,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_xlJn1owsf7H4bYJ","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_2R9fFweRIrjjvfm","modal02.RKB",2,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_qW5IyYGRImDyiEV","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_ABrk0eHbrCeYYN3","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_SIAQASYqIuxVDxL","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_1QrowfcYKg51Keg","modal02.RKB",2,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_Amt9Sdjudt252Qp","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_29mnmtAbEKgctEK","modal02.RKB",3,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_3lVVu8jKcFBYfct","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_A0uXMRmVe1Ivslz","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_uq9GmqjJUiccgXD","modal02.RKB",3,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_3PRxXiFanpRuuUd","modal02.RKB",6,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_vrbxBSNlMdLfVcJ","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_8wsGTZ9mjV5I1Mt","modal02.RKB",4,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_3IbGjoZ8ghvyRLM","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_2zj86hFTqo01dmO","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_3mgJhsaf37ZYsje","modal02.RKB",1,"Modal","RKB","Rational","Knowledge","Bad","02"
"R_W6elBmY4AViabeh","cfcon02.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_3ikURr3SIES6E2A","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_3j06XDAEQQt4jr7","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_1Q4uEktj55KDhzb","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_3gZ5FnxZ8ETqMGq","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_10vX9T52oPWrTLJ","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_sZreUobYOytPAOJ","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_cNnY3VvHshfc21r","cfcon02.RKB",4,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_xlJn1owsf7H4bYJ","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_2R9fFweRIrjjvfm","cfcon02.RKB",3,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_qW5IyYGRImDyiEV","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_ABrk0eHbrCeYYN3","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_SIAQASYqIuxVDxL","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_1QrowfcYKg51Keg","cfcon02.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_Amt9Sdjudt252Qp","cfcon02.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_29mnmtAbEKgctEK","cfcon02.RKB",4,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_3lVVu8jKcFBYfct","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_A0uXMRmVe1Ivslz","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_uq9GmqjJUiccgXD","cfcon02.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_3PRxXiFanpRuuUd","cfcon02.RKB",2,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_vrbxBSNlMdLfVcJ","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_8wsGTZ9mjV5I1Mt","cfcon02.RKB",4,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_3IbGjoZ8ghvyRLM","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_2zj86hFTqo01dmO","cfcon02.RKB",1,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_3mgJhsaf37ZYsje","cfcon02.RKB",4,"Counterfactual","RKB","Rational","Knowledge","Bad","02"
"R_qwstNkmCZDncnex","modal02.RIB",4,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_aXEiArnwBQgF1EB","modal02.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_PA0t9g6GuqSq0TL","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_31vgs7oEcAUUBCK","modal02.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_1QF7CJB3xYH1Icq","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_3hfLXxFQCOFHDhd","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_2VHAkug4rTJGOs4","modal02.RIB",4,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_1mEPplXG1S1byZk","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_2pQ7O3y4jPY96s3","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_9WVgRxGzYl020qR","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_21bI4ZZiA3PtlbD","modal02.RIB",6,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_24B23RNPE8oUKnE","modal02.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_2uwxgqTXiofdep5","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_3hmfrCT3qgMGaw2","modal02.RIB",3,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_3isc8N8zrArMolr","modal02.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_C1i0rdteKNUEuC5","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_3lGJifwXCX32Woh","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_3PgZdRYgH3xkE6p","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_2AEvrCWHyDaqQGW","modal02.RIB",4,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_r0Frma5r7H9iDfP","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_7WllRKNyTuIG7QJ","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_2VvC2xLg94Bhj4w","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_2viUaPPHtmxjlJh","modal02.RIB",2,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_1Qg852HQQx1vtOy","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_ZlQUcyoFaUqqmd3","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_2VfQOAxxT4qdLhH","modal02.RIB",1,"Modal","RIB","Rational","Ignorance","Bad","02"
"R_qwstNkmCZDncnex","cfcon02.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_aXEiArnwBQgF1EB","cfcon02.RIB",6,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_PA0t9g6GuqSq0TL","cfcon02.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_31vgs7oEcAUUBCK","cfcon02.RIB",4,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_1QF7CJB3xYH1Icq","cfcon02.RIB",7,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_3hfLXxFQCOFHDhd","cfcon02.RIB",1,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_2VHAkug4rTJGOs4","cfcon02.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_1mEPplXG1S1byZk","cfcon02.RIB",7,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_2pQ7O3y4jPY96s3","cfcon02.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_9WVgRxGzYl020qR","cfcon02.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_21bI4ZZiA3PtlbD","cfcon02.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_24B23RNPE8oUKnE","cfcon02.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_2uwxgqTXiofdep5","cfcon02.RIB",3,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_3hmfrCT3qgMGaw2","cfcon02.RIB",5,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_3isc8N8zrArMolr","cfcon02.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_C1i0rdteKNUEuC5","cfcon02.RIB",5,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_3lGJifwXCX32Woh","cfcon02.RIB",2,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_3PgZdRYgH3xkE6p","cfcon02.RIB",7,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
"R_2AEvrCWHyDaqQGW","cfcon02.RIB",7,"Counterfactual","RIB","Rational","Ignorance","Bad","02"
